"QID","itemLabel","itemDescription","article"
"Q122416737","Lunarise Pictures","Film production company",NA
"Q121298809","Tribal Communications",NA,NA
"Q121298820","Film House Tv",NA,NA
"Q121298826","NWS Channel 9 (Adelaide, S. Aust.)",NA,NA
"Q121298825","Societe Imp",NA,NA
"Q121298829","Paulo Francini Productions",NA,NA
"Q121298842","Adelaide Festival Corporation",NA,NA
"Q121298841","Count Features",NA,NA
"Q121366523","Indeed films",NA,NA
"Q122157193","Canopée Production",NA,NA
"Q122330869","Norsk Lydfilm A/S",NA,NA
"Q121626565","Erma-Film",NA,NA
"Q122176701","FilmCamp",NA,NA
"Q122270747","Naturpolis",NA,NA
"Q122270745","Arctic Image",NA,NA
"Q122089231","Align","American animation studio",NA
"Q121317164","Q121317164",NA,NA
"Q121437547","Q121437547",NA,NA
"Q121467132","Q121467132",NA,NA
"Q121620593","Q121620593",NA,NA
"Q121863780","Hing Fat Film Company","film company in Hong Kong",NA
"Q122145925","Q122145925",NA,NA
"Q122158814","Q122158814",NA,NA
"Q122176697","Q122176697",NA,NA
"Q122231594","Q122231594",NA,NA
"Q122233212","Q122233212",NA,NA
"Q122233216","Q122233216",NA,NA
"Q122234196","Q122234196",NA,NA
"Q122312901","Q122312901",NA,NA
"Q122374673","Q122374673",NA,NA
"Q122388988","Q122388988",NA,NA
"Q122389007","Q122389007",NA,NA
"Q122389073","Q122389073",NA,NA
"Q122389093","Q122389093",NA,NA
"Q122389134","Q122389134",NA,NA
"Q122389148","Q122389148",NA,NA
"Q122389173","Q122389173",NA,NA
"Q122270754","Ruka",NA,NA
"Q121321808","Iris Film","Swedish film production company",NA
"Q121299034","Sarra",NA,NA
"Q121299242","COMAP",NA,NA
"Q121298878","Valoria",NA,NA
"Q121299025","City of Whittlesea",NA,NA
"Q121299096","Memorial University of Newfoundland",NA,NA
"Q121298844","Greystone Communications",NA,NA
"Q121298849","Tiger Eye",NA,NA
"Q121298848","Australian Film Council",NA,NA
"Q121298852","Gimages",NA,NA
"Q121298871","Medow Films",NA,NA
"Q121298875","Simkoel",NA,NA
"Q121298872","United States. Dept. of Defense",NA,NA
"Q121298879","Mandala Productions",NA,NA
"Q121298886","King Screen Productions",NA,NA
"Q121298895","Sf Norge As",NA,NA
"Q121298901","Sony Video Software Company",NA,NA
"Q121298900","Cinetelfilms",NA,NA
"Q121298905","Nanjing Film Production Company",NA,NA
"Q121298904","Muscle Films",NA,NA
"Q121298913","Exit Films",NA,NA
"Q121298916","Basilisk Productions",NA,NA
"Q121298918","Gramedia Film",NA,NA
"Q121298923","Emcee Films",NA,NA
"Q121298927","Strand Films",NA,NA
"Q121298931","MFP Munich Film Partners GmbH",NA,NA
"Q121298934","Sporting Legends",NA,NA
"Q121298933","Streets Ahead Productions",NA,NA
"Q121298948","Merck, Sharp and Dohme",NA,NA
"Q121298956","Saura Films",NA,NA
"Q121298960","Motion Picture Associates",NA,NA
"Q121298966","Archers Film Productions",NA,NA
"Q121298974","Animation Youth Studies",NA,NA
"Q121298988","Shanghai Fine Arts Film Company",NA,NA
"Q121298989","Taplin-Perry-Scorsese Productions",NA,NA
"Q121298992","Mermaid Beach Productions",NA,NA
"Q121299011","Australia-Japan Foundation",NA,NA
"Q121299008","Colonial Sugar Industry",NA,NA
"Q121299014","Information Television Productions",NA,NA
"Q121299012","Zespol Filmowy KADR",NA,NA
"Q121299023","Ron McLean Productions",NA,NA
"Q121299026","Malone Gill Productions",NA,NA
"Q121299027","Asiatic Films",NA,NA
"Q121299032","Jumping Dog Productions",NA,NA
"Q121299042","Cinema Enterprises",NA,NA
"Q121299040","Arts Intl",NA,NA
"Q121299045","Zenith North Portman",NA,NA
"Q121299047","Independent Productions (AU)",NA,NA
"Q121299048","PolyGram Music Video",NA,NA
"Q121299049","National Fire Protection Association (U.S.)",NA,NA
"Q121299054","Adler Enterprises",NA,NA
"Q121299063","Motion Art",NA,NA
"Q121299065","Commonwealth Department of Aboriginal Affairs",NA,NA
"Q121299071","Banksia Productions",NA,NA
"Q121299068","Arcadia Films",NA,NA
"Q121299091","Dritte Beteiligung KC Median AG and Co",NA,NA
"Q121299094","IKON (GB)",NA,NA
"Q121299089","Green/Renzi",NA,NA
"Q121299103","Fox Video",NA,NA
"Q121299100","Fulmar Productions",NA,NA
"Q121299105","Barr Films",NA,NA
"Q121299110","Span Pictures",NA,NA
"Q121299108","Royal Film",NA,NA
"Q121299109","TV Man Union",NA,NA
"Q121299112","In Posse",NA,NA
"Q121299119","Pickpocket Productions",NA,NA
"Q121299122","Dept Immigration and Ethnic Affairs",NA,NA
"Q121299120","Naked Country Productions",NA,NA
"Q121299133","Sonoma Video Productions",NA,NA
"Q121299147","J T V Productions",NA,NA
"Q121299148","History Teacher's Association of Victoria",NA,NA
"Q121299155","Air Programs International",NA,NA
"Q121299162","Carlyle Productions",NA,NA
"Q121299167","Polytel International",NA,NA
"Q121299165","Frederick Warne and Company",NA,NA
"Q121299168","Filmline International",NA,NA
"Q121299182","Avanti Films",NA,NA
"Q121299180","Vulcan Film (UK)",NA,NA
"Q121299183","Orcalia Productions",NA,NA
"Q121299191","Euro International",NA,NA
"Q121299189","Fried Woods Films",NA,NA
"Q121299194","Educational DEvelopment Center, Massachusetts",NA,NA
"Q121299192","James Wallace Productions",NA,NA
"Q121299198","Traveler's Rest Films",NA,NA
"Q121299197","Eros Financial Investments",NA,NA
"Q121299204","Coral Coast Video Productions",NA,NA
"Q121299218","Blink Art",NA,NA
"Q121299221","Aeon Films",NA,NA
"Q121298936","Crossfire",NA,NA
"Q121298911","Golden Years",NA,NA
"Q121299217","Odyssey",NA,NA
"Q121299153","Mainframe Entertainment",NA,NA
"Q121298963","Embark",NA,NA
"Q121299043","SCS Films",NA,NA
"Q121299160","LLC",NA,NA
"Q121299081","Renin",NA,NA
"Q121299154","Much Ado",NA,NA
"Q121299140","Warfield Productions","UK production company",NA
"Q121298986","Verity Films",NA,NA
"Q121299206","Jersey Shore",NA,NA
"Q121299342","Blurred",NA,NA
"Q121299273","Comalco",NA,NA
"Q121299438","Iambic",NA,NA
"Q121299514","Films A2",NA,NA
"Q121299465","Minerva Film",NA,NA
"Q121299445","American Lung Association",NA,NA
"Q121299401","National Tuberculosis Association",NA,NA
"Q121299425","Quaker Oats Company",NA,NA
"Q121299293","Movic",NA,NA
"Q121299256","Tourism Australia",NA,NA
"Q121299241","Cinevision Ltee",NA,NA
"Q121299246","A Schwartz-Wallace Production",NA,NA
"Q121299258","IRS media",NA,NA
"Q121299263","BNA Communications",NA,NA
"Q121299266","Tadpole Lane",NA,NA
"Q121299269","John McGreevy Productions",NA,NA
"Q121299274","S A Museum",NA,NA
"Q121299276","Gannon TV Productions",NA,NA
"Q121299280","Core Communications Group",NA,NA
"Q121299281","Erato FIlms",NA,NA
"Q121299285","Extrafilm Production",NA,NA
"Q121299291","DeLuxe Cinemascope",NA,NA
"Q121299294","Newvision Films",NA,NA
"Q121299298","Clara Films",NA,NA
"Q121299299","Vic Roads",NA,NA
"Q121299319","M.C.E.G.",NA,NA
"Q121299320","Communications Group West",NA,NA
"Q121299321","Neugh Pty Ltd",NA,NA
"Q121299327","Strong Arm Films",NA,NA
"Q121299324","Yorktown Productions Ltd",NA,NA
"Q121299330","Linson Films",NA,NA
"Q121299335","Polaris Productions",NA,NA
"Q121299338","RN Productions",NA,NA
"Q121299343","Pizzaz Pictures",NA,NA
"Q121299345","Black Sky Entertainment",NA,NA
"Q121299351","Australia. Army. Public Relations Film Unit",NA,NA
"Q121299357","Strange Dog Prod",NA,NA
"Q121299363","Eastern Light Productions",NA,NA
"Q121299367","TV Ed Productions",NA,NA
"Q121299365","Australia. Dept. of Health, Housing and Community Services",NA,NA
"Q121299373","United States. National Park Service",NA,NA
"Q121299379","Y C Alligatorfilm",NA,NA
"Q121299380","Anna K Productions",NA,NA
"Q121299394","Primitiva Religiosa",NA,NA
"Q121299395","Do It Yourself Videos",NA,NA
"Q121299399","BFA Films and Video",NA,NA
"Q121299400","Objektiv Filmstudio Vallalat",NA,NA
"Q121299406","Top Hat Productions",NA,NA
"Q121299408","Prufrock Pictures",NA,NA
"Q121299415","Film and Video Collectif and Zweites Deutsches Fernsehen (ZDF)",NA,NA
"Q121299413","Delta Productions",NA,NA
"Q121299417","Trick Film Studios",NA,NA
"Q121299429","Off-White Productions",NA,NA
"Q121299432","Guney Film",NA,NA
"Q121299451","SL Film Productions",NA,NA
"Q121299453","Healthsharing Women. Publishing and Production Group",NA,NA
"Q121299458","Kurosawa Productions",NA,NA
"Q121299459","Cinemarque Entertainment",NA,NA
"Q121299462","Bungalow Films",NA,NA
"Q121299466","Minerva Pictures",NA,NA
"Q121299464","Famous Flying Films",NA,NA
"Q121299471","Quest Films",NA,NA
"Q121299473","La Cinematheque Quebecoise Montreal (Quebec) Canada",NA,NA
"Q121299472","Independent Producers",NA,NA
"Q121299476","Sukma Putra Film",NA,NA
"Q121299479","Essanay Film Manufacturing Company",NA,NA
"Q121299477","Thames Production",NA,NA
"Q121299482","Liz Burke Films",NA,NA
"Q121299480","Sonoma Video",NA,NA
"Q121299487","Open Family Australia",NA,NA
"Q121299488","Lord and King Associates",NA,NA
"Q121299495","Treklovern",NA,NA
"Q121299496","KRMA-TV (Television station : Denver, Colo.)",NA,NA
"Q121299503","Dog Eat Dog Productions",NA,NA
"Q121299505","Crowsfoot Films",NA,NA
"Q121299509","@Radical Media",NA,NA
"Q121299516","Epoch Productions",NA,NA
"Q121299520","Eothen Films",NA,NA
"Q121299523","G C F",NA,NA
"Q121299529","GIPA Productions",NA,NA
"Q121299532","Richard Price Television",NA,NA
"Q121299538","Action Films",NA,NA
"Q121299537","HTV Cymbu Wales",NA,NA
"Q121299536","Gendon Films",NA,NA
"Q121299540","Australian Television Network",NA,NA
"Q121299541","Pro-image",NA,NA
"Q121299548","Electricity Commission of New South Wales (N.S.W.)",NA,NA
"Q121299552","Tabasco Films",NA,NA
"Q121300418","Les films engloutis",NA,NA
"Q121301245","Zadig Productions",NA,NA
"Q121314926","Wildvision",NA,NA
"Q121314932","Equality Videos",NA,NA
"Q121314934","Disney Channel Australia",NA,NA
"Q121314933","PDS-ENIC",NA,NA
"Q121299436","Albatros",NA,NA
"Q121299250","SLM",NA,NA
"Q121299500","Headquarters",NA,NA
"Q121299490","Something to Sing About",NA,NA
"Q121299481","Talking Pictures",NA,NA
"Q121299245","Irish Film Board",NA,NA
"Q121315222","Vingan",NA,NA
"Q121315152","Filmmakers",NA,NA
"Q121315237","United States Postal Service",NA,NA
"Q121314986","National Film and Sound Archive of Australia",NA,NA
"Q121315193","Commonwealth Government of Australia",NA,NA
"Q121315124","University of Warwick",NA,NA
"Q121315200","Shanghai Animation Film Studio",NA,NA
"Q121315211","Pro-Ject",NA,NA
"Q121315028","Adelaide Productions",NA,NA
"Q121315085","CBS Television",NA,NA
"Q121314943","RM Films",NA,NA
"Q121314936","Van Beuren Corporation",NA,NA
"Q121314939","Vision Quest Films",NA,NA
"Q121314941","United Methodist Communications",NA,NA
"Q121314946","Film and Television Productions, Adel",NA,NA
"Q121314954","D L I Productions",NA,NA
"Q121314951","Barbour Langley Productions",NA,NA
"Q121314944","HKM Films",NA,NA
"Q121314970","Good Times Enterprises",NA,NA
"Q121314960","Arbeitsgruppe Medienverband",NA,NA
"Q121314964","Interplay Theatre",NA,NA
"Q121314975","Human Relations Media",NA,NA
"Q121314980","Vectia Films",NA,NA
"Q121314981","Rouge Pictures",NA,NA
"Q121314987","Great Northern Release Company",NA,NA
"Q121314988","National Heart Foundation of Australia. Victorian Division",NA,NA
"Q121314990","Health Media and Education Centre",NA,NA
"Q121314997","Summit Company",NA,NA
"Q121315000","Nine Network (Australia)",NA,NA
"Q121315003","Alma-Ata Studios",NA,NA
"Q121315012","Lost Kitty Productions",NA,NA
"Q121315013","Elmer Enterprises",NA,NA
"Q121315020","Bruce Leonard Productions",NA,NA
"Q121315033","Clifford Hocking Enterprises",NA,NA
"Q121315039","Film Australia National Interest Program",NA,NA
"Q121315042","F-Reel Pty Ltd",NA,NA
"Q121315050","New York Times Productions",NA,NA
"Q121315052","Productions Virage",NA,NA
"Q121315058","Gibson Film Productions",NA,NA
"Q121315057","Aries Film",NA,NA
"Q121315067","De La Gueville",NA,NA
"Q121315065","Koninek and Energy Source",NA,NA
"Q121315070","Annamax Media",NA,NA
"Q121315071","Face Film Productions",NA,NA
"Q121315073","Roger Whittaker Films",NA,NA
"Q121315079","Czechoslovak Film Corporation",NA,NA
"Q121315078","Ace Films",NA,NA
"Q121315084","Deptartment of Agriculture",NA,NA
"Q121315088","Apollo Films",NA,NA
"Q121315093","M Film Company",NA,NA
"Q121315097","Marilyn Lewis Entertainment",NA,NA
"Q121315104","PolyGram Video International",NA,NA
"Q121315108","Universal Productions",NA,NA
"Q121315109","Nelson Films",NA,NA
"Q121315110","Australia. Royal Australian Navy",NA,NA
"Q121315111","American MPC Research",NA,NA
"Q121315115","Diamond Productions",NA,NA
"Q121315122","City Lights Films",NA,NA
"Q121315120","Bogner Entertainment",NA,NA
"Q121315126","Dick Smith Adventure",NA,NA
"Q121315125","Lafayette Films",NA,NA
"Q121315132","Price Entertainment",NA,NA
"Q121315138","Nihon Terebi",NA,NA
"Q121315143","Productions Cyme",NA,NA
"Q121315147","Mirage Films",NA,NA
"Q121315146","Palace Films",NA,NA
"Q121315144","ABC Asia Pacific",NA,NA
"Q121315154","Else, Couturie and Korty",NA,NA
"Q121315148","Tetra Media Productions",NA,NA
"Q121315163","Grace Films",NA,NA
"Q121315165","Immigrant (AU)",NA,NA
"Q121315169","Children's Film Corporation",NA,NA
"Q121315171","Mayfair Entertainment International",NA,NA
"Q121315175","Soread 2M",NA,NA
"Q121315172","Impressa Visual Productions",NA,NA
"Q121315182","Longwick Production",NA,NA
"Q121315199","Open Training and Education Network",NA,NA
"Q121315201","Strong Man Pictures",NA,NA
"Q121315214","Motion Media",NA,NA
"Q121315212","Amkino Corporation",NA,NA
"Q121315213","Y Production",NA,NA
"Q121315218","Dept of Immigration and Ethnic Affairs",NA,NA
"Q121315227","Darkwoods Productions",NA,NA
"Q121315229","Link Films",NA,NA
"Q121315233","Tiger Cinematographica",NA,NA
"Q121315249","Grandview Pictures",NA,NA
"Q121315253","XYZOO Animation",NA,NA
"Q121315167","National Women's Christian Temperance Union of South Australia",NA,NA
"Q121315086","Serious Business","company",NA
"Q121314983","Watershed",NA,NA
"Q121315094","Avery",NA,NA
"Q121315044","Maverick",NA,NA
"Q121315034","Cultural Center of the Philippines",NA,NA
"Q121315205","Midas",NA,NA
"Q121315127","ARP",NA,NA
"Q121315153","Currie",NA,NA
"Q121314972","OPB",NA,NA
"Q121315142","Dynamite Entertainment",NA,NA
"Q121315006","FR3",NA,NA
"Q121315527","Cinephile",NA,NA
"Q121315589","JAM Productions",NA,NA
"Q121315375","Eden Productions",NA,NA
"Q121315524","Associated-Rediffusion",NA,NA
"Q121315491","Schools Council",NA,NA
"Q121315520","Film4",NA,NA
"Q121315422","Department of Indian Affairs and Northern Development",NA,NA
"Q121315441","Kings Road Entertainment",NA,NA
"Q121315263","Arena Theatre Company",NA,NA
"Q121315257","Filmstiftung NRW",NA,NA
"Q121315262","Huemark Films",NA,NA
"Q121315264","Discana",NA,NA
"Q121315273","Haggar and Sons",NA,NA
"Q121315279","York St Film Productions",NA,NA
"Q121315277","Centaur Enterprises",NA,NA
"Q121315280","ACI Productions",NA,NA
"Q121315281","Visatone (Australia)",NA,NA
"Q121315284","Sheffield Photographic Company",NA,NA
"Q121315290","Inter-Video",NA,NA
"Q121315292","Sascha Wein Film",NA,NA
"Q121315296","Creative Development Branch of Australian Film Commission",NA,NA
"Q121315297","SLRC Sri Lanka",NA,NA
"Q121315306","Hera Productions",NA,NA
"Q121315309","KCTS (Television station : Seattle, Wash.)",NA,NA
"Q121315314","Search Films",NA,NA
"Q121315312","MTI Teleprograms",NA,NA
"Q121315319","Close-up Cinema and Videos",NA,NA
"Q121315317","Tree Films",NA,NA
"Q121315322","Imperial War Museum (Great Britain)",NA,NA
"Q121315320","Classic Films",NA,NA
"Q121315329","Rubbery Figures Productions",NA,NA
"Q121315342","Oddyssey Television",NA,NA
"Q121315340","Mayfan",NA,NA
"Q121315346","TVE International",NA,NA
"Q121315344","Rollins-Joffe Productions",NA,NA
"Q121315350","Timpano Productions",NA,NA
"Q121315349","Department of Postmaster-General",NA,NA
"Q121315352","Maysles Films, Inc.",NA,NA
"Q121315356","Douglas Reuter Productions",NA,NA
"Q121315357","PGL Productions",NA,NA
"Q121315363","Golden Reed Productions",NA,NA
"Q121315361","Greek Television",NA,NA
"Q121315380","Cristaldifilm",NA,NA
"Q121315385","Rafford Films",NA,NA
"Q121315407","Louis Vista Productions",NA,NA
"Q121315411","Composite Films",NA,NA
"Q121315413","Portland Arts Advisory Board",NA,NA
"Q121315418","Les Productions Jacque Roiffeld",NA,NA
"Q121315420","Caulfield Film Society",NA,NA
"Q121315426","Caldix Films",NA,NA
"Q121315424","Canada Department of Labour",NA,NA
"Q121315430","Palette Films",NA,NA
"Q121315429","Epoch Producing Corporation",NA,NA
"Q121315435","Filmove Studio Barrandov",NA,NA
"Q121315432","AM Productions",NA,NA
"Q121315440","Clipsal Films",NA,NA
"Q121315443","Home Entertainment Holdings",NA,NA
"Q121315450","Cupid Productions Ltd",NA,NA
"Q121315448","Columbia Picture",NA,NA
"Q121315464","Gardner Films",NA,NA
"Q121315461","Education Dept of S A",NA,NA
"Q121315469","Bad Bird Productions",NA,NA
"Q121315474","Chinese Bookie pictures",NA,NA
"Q121315480","Rough Beast",NA,NA
"Q121315473","Tellit",NA,NA
"Q121315496","GRF Productions",NA,NA
"Q121315498","Les Films de Mindif",NA,NA
"Q121315502","Cine Information",NA,NA
"Q121315506","Topps Chewing Gum Production",NA,NA
"Q121315500","Abhann Productions",NA,NA
"Q121315509","Prominent Television",NA,NA
"Q121315514","8 Television Tamworth",NA,NA
"Q121315519","Telefeatures",NA,NA
"Q121315517","A G Lifestyle",NA,NA
"Q121315543","Kinatura Films",NA,NA
"Q121315540","Lomitas Productions",NA,NA
"Q121315555","Magnetic Monster Video",NA,NA
"Q121315559","Efye Films",NA,NA
"Q121315562","Encyclopaedia Britannica Educational Corporation",NA,NA
"Q121315563","Rank Film Productions",NA,NA
"Q121315569","Redeemable Features",NA,NA
"Q121315575","Naxos Deutschland",NA,NA
"Q121315576","Covent Garden Video Productions",NA,NA
"Q121315581","Dowling and Brownell",NA,NA
"Q121315580","Picture Palace Productions",NA,NA
"Q121315586","ABC-TV (Australia). Science Unit",NA,NA
"Q121315597","Everard Films",NA,NA
"Q121315602","Flashback Films",NA,NA
"Q121315604","Nomad Films International",NA,NA
"Q121315610","Larkin Studios",NA,NA
"Q121315399","Number One",NA,NA
"Q121315606","Empire",NA,NA
"Q121315470","Samson",NA,NA
"Q121315393","Casey",NA,NA
"Q121315447","Annenberg",NA,NA
"Q121315377","CERES",NA,NA
"Q121315378","Johnny Mak Production Ltd","film company",NA
"Q121315504","Great North",NA,NA
"Q121315325","Corporate Communications",NA,NA
"Q121315529","Wall to Wall Television","UK production company",NA
"Q121337090","Ontario Educational Communications Authority",NA,NA
"Q121337147","American Movie Classics",NA,NA
"Q121315661","Artemis Productions",NA,NA
"Q121337174","Filmlink International",NA,NA
"Q121337007","China Children's Film Studio",NA,NA
"Q121337023","ILEA",NA,NA
"Q121315626","Perth Institute of Film and Television",NA,NA
"Q121337117","Prospero Productions",NA,NA
"Q121337166","Toonder Studios",NA,NA
"Q121337214","Touchwood Pacific Partners",NA,NA
"Q121337073","Bangarra Dance Theatre",NA,NA
"Q121337107","FOCA",NA,NA
"Q121337033","Grundy Organisation",NA,NA
"Q121315628","HFF Munchen",NA,NA
"Q121315632","PolyGram Records",NA,NA
"Q121315647","Bard Entertainment",NA,NA
"Q121315653","All-Britisch Productions",NA,NA
"Q121315655","Revolutionary Eye",NA,NA
"Q121315656","Essential Film",NA,NA
"Q121315663","National Educational Media",NA,NA
"Q121315667","Cine Qua Non-Bartholomus",NA,NA
"Q121315674","Fable Films Productions",NA,NA
"Q121315682","Greskoff",NA,NA
"Q121315683","Trizeps Video",NA,NA
"Q121315698","Museums Australia (Victoria)",NA,NA
"Q121315703","Canterbury Film Productions",NA,NA
"Q121315714","Horizontal Films",NA,NA
"Q121315710","Cine Service",NA,NA
"Q121315708","BTV Bangladesh",NA,NA
"Q121336961","A Webber",NA,NA
"Q121336964","Entertainment Corporation Concerts and Arts",NA,NA
"Q121336971","Colonna Film",NA,NA
"Q121336968","Kei Productions",NA,NA
"Q121336974","PMS Films",NA,NA
"Q121336972","Legal Aid Commission of Victoria",NA,NA
"Q121336987","Sociedad General de Television SA",NA,NA
"Q121336993","Leisure Investment",NA,NA
"Q121337005","Ithaca Prod",NA,NA
"Q121337010","United Film Distribution Company",NA,NA
"Q121337012","Atkinson Film Arts",NA,NA
"Q121337017","Shire Films",NA,NA
"Q121337022","Pikachu Project '98",NA,NA
"Q121337026","Channel 4, U K",NA,NA
"Q121337027","Candlelight Associates",NA,NA
"Q121337024","Hawk's Nest Productions",NA,NA
"Q121337025","Dave Ellis Films",NA,NA
"Q121337030","Leone International Film",NA,NA
"Q121337028","Blindeye Films",NA,NA
"Q121337031","International TV Consortium",NA,NA
"Q121337038","Typhoon Pictures",NA,NA
"Q121337036","Sterling Educational Films",NA,NA
"Q121337040","Norwegian Travel Association",NA,NA
"Q121337050","Amity Productions",NA,NA
"Q121337052","Avenue Pictures",NA,NA
"Q121337059","Victoria. Education Dept. Curriculum Branch",NA,NA
"Q121337061","Tucker Production Company",NA,NA
"Q121337068","Australian Boy Scouts Association",NA,NA
"Q121337075","Rainbow Educational Video",NA,NA
"Q121337080","Matchmaker Films",NA,NA
"Q121337087","Intra Films",NA,NA
"Q121337093","Bulldog Productions",NA,NA
"Q121337095","Documentary Research",NA,NA
"Q121337103","Synchro Cine",NA,NA
"Q121337100","Taurus-Film",NA,NA
"Q121337101","Indigenous Unit, AFC",NA,NA
"Q121337104","Sweetwall Productions",NA,NA
"Q121337108","South Australian Government Tourist Bureau",NA,NA
"Q121337116","Point of View Productions",NA,NA
"Q121337134","Anvil Films",NA,NA
"Q121337132","British Film-Makers Limited",NA,NA
"Q121337137","Gold Coast Film Unit",NA,NA
"Q121337139","Hoyts Film Partnership",NA,NA
"Q121337150","Valiant SRL Productions",NA,NA
"Q121337152","Dark City Productions",NA,NA
"Q121337154","Woodland Animations",NA,NA
"Q121337153","Pathe Industries",NA,NA
"Q121337159","Radio-Telefis Eireann (RTE)",NA,NA
"Q121337161","MTV Music Television",NA,NA
"Q121337163","Screenscope",NA,NA
"Q121337179","Fiasco Photoplays",NA,NA
"Q121337178","Protector International",NA,NA
"Q121337176","Mentorn International",NA,NA
"Q121337194","Child Hoods Productions",NA,NA
"Q121337192","Australian Film Commission. Creative Development Branch",NA,NA
"Q121337202","Stony Creek Films",NA,NA
"Q121337207","Front Films",NA,NA
"Q121337210","Jumbuck Australia",NA,NA
"Q121337164","Fulmar",NA,NA
"Q121336959","FA",NA,NA
"Q121315712","Moonfleet",NA,NA
"Q121315635","Havoc",NA,NA
"Q121337142","Thorn EMI",NA,NA
"Q121337125","Artanis",NA,NA
"Q121336983","Radio Pictures",NA,NA
"Q121337096","Persona",NA,NA
"Q121337069","Coca-Cola",NA,NA
"Q121315709","Save the Children Fund",NA,NA
"Q121337187","Festival Records",NA,NA
"Q121336979","Arthaus",NA,NA
"Q121337181","Institute of Development Studies",NA,NA
"Q121337242","Intercontinental",NA,NA
"Q121337278","Intertel",NA,NA
"Q121337460","D Generation",NA,NA
"Q121337292","Children's Television Workshop",NA,NA
"Q121337313","Samsa Film",NA,NA
"Q121337285","Warner Communications",NA,NA
"Q121337308","University of Oklahoma",NA,NA
"Q121337521","Vacuum Oil Company",NA,NA
"Q121337428","Bazmark",NA,NA
"Q121337487","Hakuhodo",NA,NA
"Q121337235","Lightyear Entertainment",NA,NA
"Q121337216","Comalco Ltd",NA,NA
"Q121337223","Havas Images",NA,NA
"Q121337220","Bayside Pictures",NA,NA
"Q121337226","Skyline Easterhouse Ltd (Glasgow)",NA,NA
"Q121337232","Rimfire Films",NA,NA
"Q121337244","Grand Slamm Partnership",NA,NA
"Q121337246","Ratcliffe Holmes Productions",NA,NA
"Q121337250","Canacinema",NA,NA
"Q121337249","Taewan Entertainment",NA,NA
"Q121337258","Citel Films",NA,NA
"Q121337248","Channel 0\28",NA,NA
"Q121337253","Shochiku-Fuji Co",NA,NA
"Q121337260","Education Dept of South Australia",NA,NA
"Q121337270","Heaping Teaspoon Animation",NA,NA
"Q121337265","Vivian Russell Incorporated",NA,NA
"Q121337271","House of Pain Productions",NA,NA
"Q121337274","CRM/McGraw-Hill Films",NA,NA
"Q121337277","Darfur Australia Network",NA,NA
"Q121337276","Nihon Eiga Shin-sha",NA,NA
"Q121337288","Horsebridge Productions",NA,NA
"Q121337284","Flick Art",NA,NA
"Q121337296","Les Thomsen Productions",NA,NA
"Q121337302","Monterey Productions",NA,NA
"Q121337303","Associated General Films",NA,NA
"Q121337301","CPB Project",NA,NA
"Q121337304","Fitzwater Productions",NA,NA
"Q121337307","Finn Films",NA,NA
"Q121337310","Portafilms",NA,NA
"Q121337323","Magder Film Productions",NA,NA
"Q121337321","Meridian Films",NA,NA
"Q121337326","Bertie Films",NA,NA
"Q121337327","Filmtown Entertainment",NA,NA
"Q121337332","DD Video",NA,NA
"Q121337333","f-reel",NA,NA
"Q121337337","Opera Film Produzione",NA,NA
"Q121337342","Imcine",NA,NA
"Q121337343","A to Z Communications",NA,NA
"Q121337346","Rychemond Film",NA,NA
"Q121337344","Castle Co-Production",NA,NA
"Q121337348","Rapid Film GmbH",NA,NA
"Q121337349","Mulberry Square",NA,NA
"Q121337356","Pathe Overseas",NA,NA
"Q121337359","NVC Arts",NA,NA
"Q121337364","Pyramid Film and Video",NA,NA
"Q121337365","Long Bow Productions",NA,NA
"Q121337368","Argus Films",NA,NA
"Q121337377","Conservation and Renewable Energy Branch, Energy, Mines and Resources Canada",NA,NA
"Q121337376","Leopardwood",NA,NA
"Q121337386","Kwang Hwa Mass Communications",NA,NA
"Q121337389","Tobis Filmkunst",NA,NA
"Q121337392","Film Camp",NA,NA
"Q121337399","DD Productions",NA,NA
"Q121337405","Ariel Productions",NA,NA
"Q121337400","Go Girl Productions",NA,NA
"Q121337411","Excelsa Film",NA,NA
"Q121337409","Saddleback Productions",NA,NA
"Q121337421","Jos Stelling Films",NA,NA
"Q121337412","Fourth Wall Repertory",NA,NA
"Q121337420","Victoria. Visual Education Centre",NA,NA
"Q121337432","Clare Beach Films",NA,NA
"Q121337438","Hughes Leisure Group",NA,NA
"Q121337443","Dept of Science and Technology",NA,NA
"Q121337440","Mayo Clinic Film Library",NA,NA
"Q121337444","Slater Film Productions",NA,NA
"Q121337464","Huckert-Maruca Productions",NA,NA
"Q121337465","Deuce Films",NA,NA
"Q121337471","Smart St Films",NA,NA
"Q121337466","Mifune Productions",NA,NA
"Q121337483","Tasfilm Productions",NA,NA
"Q121337481","Young Films (UK)",NA,NA
"Q121337495","De Filmfabriek",NA,NA
"Q121337497","Severiges Television-TV1",NA,NA
"Q121337511","Hollywood House",NA,NA
"Q121337504","CRM Productions",NA,NA
"Q121337509","Bandung Prod",NA,NA
"Q121337512","B A Produktions",NA,NA
"Q121337519","Double Crown",NA,NA
"Q121337520","Tin Blue",NA,NA
"Q121337525","Indignata Filmnic",NA,NA
"Q121337529","Hart Sharp Entertainment",NA,NA
"Q121337534","Warrnambool (Vic.). Early Childhood Development Complex",NA,NA
"Q121337540","University of California, Los Angeles. Motion Picture Division",NA,NA
"Q121337553","Elgin International Films",NA,NA
