"QID","lang"
"Q11647986","Japanese"
"Q11648201","Japanese"
"Q11649541","Japanese"
"Q11649910","Japanese"
"Q11649974","Japanese"
"Q11649973","Japanese"
"Q11650125","Japanese"
"Q11651376","Japanese"
"Q11653127","Japanese"
"Q11656587","Japanese"
"Q11657417","Japanese"
"Q11657494","Japanese"
"Q11657499","Japanese"
"Q11657562","Japanese"
"Q11657724","Japanese"
"Q11658490","Japanese"
"Q11658655","Japanese"
"Q11658657","Japanese"
"Q11658754","Japanese"
"Q11659140","Japanese"
"Q11659813","Japanese"
"Q11659979","Japanese"
"Q11660139","Japanese"
"Q11660247","Japanese"
"Q11660655","Japanese"
"Q11660849","Japanese"
"Q11661043","Japanese"
"Q11661081","Japanese"
"Q11661494","Japanese"
"Q11661499","Japanese"
"Q11661528","Japanese"
"Q11664243","Japanese"
"Q11664247","Japanese"
"Q11665298","Japanese"
"Q11665404","Japanese"
"Q11665567","Japanese"
"Q11665692","Japanese"
"Q11665936","Japanese"
"Q11667102","Japanese"
"Q11668185","Japanese"
"Q11648545","French"
"Q11648811","French"
"Q11650353","Norwegian"
"Q11652217","Norwegian"
"Q11654708","Malayalam"
"Q11654774","Malayalam"
"Q11648545","Occitan"
"Q11789821","English"
"Q11789831","English"
"Q11790288","English"
"Q11791215","English"
"Q11791223","English"
"Q11791243","English"
"Q11791539","English"
"Q11791839","English"
"Q11791940","English"
"Q11791996","English"
"Q11792672","English"
"Q11793905","English"
"Q11788463","Polish"
"Q11788467","Polish"
"Q11788465","Polish"
"Q11788470","Polish"
"Q11788487","Polish"
"Q11788492","Polish"
"Q11788517","Polish"
"Q11788543","Polish"
"Q11788551","Polish"
"Q11788552","Polish"
"Q11788716","Polish"
"Q11788728","Polish"
"Q11788952","Polish"
"Q11788974","Polish"
"Q11788993","Polish"
"Q11789013","Polish"
"Q11789203","Polish"
"Q11789569","Polish"
"Q11790197","Polish"
"Q11791000","Polish"
"Q11791010","Polish"
"Q11791160","Polish"
"Q11791164","Polish"
"Q11791173","Polish"
"Q11791180","Polish"
"Q11791193","Polish"
"Q11791207","Polish"
"Q11791236","Polish"
"Q11791245","Polish"
"Q11791276","Polish"
"Q11791302","Polish"
"Q11791311","Polish"
"Q11791325","Polish"
"Q11791383","Polish"
"Q11791404","Polish"
"Q11791405","Polish"
"Q11791411","Polish"
"Q11791415","Polish"
"Q11791416","Polish"
"Q11791508","Polish"
"Q11791644","Polish"
"Q11791683","Polish"
"Q11791714","Polish"
"Q11791829","Polish"
"Q11791876","Polish"
"Q11791912","Polish"
"Q11791934","Polish"
"Q11791941","Polish"
"Q11791975","Polish"
"Q11791972","Polish"
"Q11791977","Polish"
"Q11792247","Polish"
"Q11792644","Polish"
"Q11792648","Polish"
"Q11792649","Polish"
"Q11792656","Polish"
"Q11792664","Polish"
"Q11792670","Polish"
"Q11792676","Polish"
"Q11793803","Polish"
"Q11793867","Polish"
"Q11794526","Polish"
"Q11794524","Polish"
"Q11794529","Polish"
"Q11794533","Polish"
"Q11788482","Albanian"
"Q11789295","Albanian"
"Q11789784","Albanian"
"Q11789785","Albanian"
"Q11789894","Albanian"
"Q11789904","Albanian"
"Q11789924","Albanian"
"Q11790507","Albanian"
"Q11791197","Albanian"
"Q11791375","Albanian"
"Q11791525","Albanian"
"Q11791690","Albanian"
"Q11791910","Albanian"
"Q11792628","Albanian"
"Q11792646","Albanian"
"Q11793663","Albanian"
"Q11790336","Hindi"
"Q11791735","Hindi"
"Q11788255","Czech"
"Q11791282","Slovak"
"Q11791924","Yiddish"
"Q11791288","Bosnian"
"Q11791789","Serbo-Croatian"
"Q12126874","English"
"Q12126872","English"
"Q12126886","English"
"Q12126890","English"
"Q12126891","English"
"Q12126888","English"
"Q12126889","English"
"Q12126894","English"
"Q12126895","English"
"Q12126892","English"
"Q12126893","English"
"Q12126898","English"
"Q12126903","English"
"Q12126906","English"
"Q12126907","English"
"Q12126904","English"
"Q12126908","English"
"Q12126922","English"
"Q12126921","English"
"Q12126935","English"
"Q12126932","English"
"Q12126933","English"
"Q12126939","English"
"Q12126942","English"
"Q12126941","English"
"Q12126946","English"
"Q12126947","English"
"Q12126954","English"
"Q12126968","English"
"Q12126974","English"
"Q12126985","English"
"Q12126992","English"
"Q12126998","English"
"Q12127027","English"
"Q12127025","English"
"Q12127037","English"
"Q12127043","English"
"Q12127045","English"
"Q12127059","English"
"Q12127066","English"
"Q12127068","English"
"Q12127072","English"
"Q12127079","English"
"Q12127087","English"
"Q12127096","English"
"Q12127097","English"
"Q12127102","English"
"Q12127110","English"
"Q12127118","English"
"Q12127136","English"
"Q12127145","English"
"Q12127154","English"
"Q12127158","English"
"Q12127156","English"
"Q12127195","English"
"Q12127205","English"
"Q12127208","English"
"Q12127209","English"
"Q12127212","English"
"Q12127227","English"
"Q12127238","English"
"Q12127256","English"
"Q12127262","English"
"Q12127263","English"
"Q12127266","English"
"Q12127268","English"
"Q12127269","English"
"Q12127272","English"
"Q12127276","English"
"Q12127280","English"
"Q12127285","English"
"Q12127297","English"
"Q12127328","English"
"Q12127336","English"
"Q12127352","English"
"Q12127356","English"
"Q12127361","English"
"Q12127367","English"
"Q12127368","English"
"Q12127374","English"
"Q12127376","English"
"Q12127383","English"
"Q12127389","English"
"Q12127409","English"
"Q12127425","English"
"Q12127452","English"
"Q12127484","English"
"Q12127490","English"
"Q12127493","English"
"Q12127498","English"
"Q12127502","English"
"Q12127500","English"
"Q12127505","English"
"Q12127510","English"
"Q12127511","English"
"Q12127508","English"
"Q12127509","English"
"Q12126903","French"
"Q12127509","French"
"Q12127505","Marathi"
"Q11892619","English"
"Q11892950","English"
"Q11894278","English"
"Q11894519","English"
"Q11894538","English"
"Q11897227","English"
"Q11898386","English"
"Q11898716","English"
"Q11899000","English"
"Q11899245","English"
"Q11899952","English"
"Q11898978","Czech"
"Q11891393","Finnish"
"Q11891455","Finnish"
"Q11891452","Finnish"
"Q11891475","Finnish"
"Q11891518","Finnish"
"Q11891550","Finnish"
"Q11891722","Finnish"
"Q11891855","Finnish"
"Q11892026","Finnish"
"Q11892031","Finnish"
"Q11892335","Finnish"
"Q11892401","Finnish"
"Q11892416","Finnish"
"Q11892638","Finnish"
"Q11892749","Finnish"
"Q11892759","Finnish"
"Q11892864","Finnish"
"Q11892909","Finnish"
"Q11892945","Finnish"
"Q11893070","Finnish"
"Q11893075","Finnish"
"Q11893320","Finnish"
"Q11893471","Finnish"
"Q11893489","Finnish"
"Q11893638","Finnish"
"Q11893643","Finnish"
"Q11893652","Finnish"
"Q11893775","Finnish"
"Q11894003","Finnish"
"Q11894015","Finnish"
"Q11894178","Finnish"
"Q11894194","Finnish"
"Q11894196","Finnish"
"Q11894738","Finnish"
"Q11895274","Finnish"
"Q11895275","Finnish"
"Q11895272","Finnish"
"Q11895302","Finnish"
"Q11895476","Finnish"
"Q11895563","Finnish"
"Q11895598","Finnish"
"Q11895653","Finnish"
"Q11895719","Finnish"
"Q11895916","Finnish"
"Q11895920","Finnish"
"Q11896000","Finnish"
"Q11896127","Finnish"
"Q11896377","Finnish"
"Q11896404","Finnish"
"Q11896529","Finnish"
"Q11896663","Finnish"
"Q11896712","Finnish"
"Q11897029","Finnish"
"Q11897392","Finnish"
"Q11897464","Finnish"
"Q11897637","Finnish"
"Q11897879","Finnish"
"Q11898267","Finnish"
"Q11898271","Finnish"
"Q11898274","Finnish"
"Q11898284","Finnish"
"Q11898294","Finnish"
"Q11898442","Finnish"
"Q11898470","Finnish"
"Q11898490","Finnish"
"Q11898488","Finnish"
"Q11898489","Finnish"
"Q11898502","Finnish"
"Q11898907","Finnish"
"Q11898992","Finnish"
"Q11898997","Finnish"
"Q11899211","Finnish"
"Q11899239","Finnish"
"Q11899258","Finnish"
"Q11899344","Finnish"
"Q11899435","Finnish"
"Q11899484","Finnish"
"Q11899506","Finnish"
"Q11899615","Finnish"
"Q11899803","Finnish"
"Q11899801","Finnish"
"Q11899804","Finnish"
"Q11899861","Finnish"
"Q11899906","Finnish"
"Q11899933","Finnish"
"Q11900004","Finnish"
"Q11900009","Finnish"
"Q11900025","Finnish"
"Q12058246","English"
"Q12058833","English"
"Q12058853","English"
"Q12058863","English"
"Q12059508","English"
"Q12060548","English"
"Q12061142","English"
"Q12061378","English"
"Q12061809","English"
"Q12061812","English"
"Q12061888","English"
"Q12064445","English"
"Q12069787","English"
"Q12070848","English"
"Q12077996","English"
"Q12084474","English"
"Q12074761","Korean"
"Q12100047","English"
"Q12100072","English"
"Q12100134","English"
"Q12100164","English"
"Q12100176","English"
"Q12100198","English"
"Q12100227","English"
"Q12100262","English"
"Q12100265","English"
"Q12100269","English"
"Q12100276","English"
"Q12100287","English"
"Q12100328","English"
"Q12100409","English"
"Q12100414","English"
"Q12100429","English"
"Q12100459","English"
"Q12100532","English"
"Q12100562","English"
"Q12100584","English"
"Q12100591","English"
"Q12100606","English"
"Q12100617","English"
"Q12100660","English"
"Q12100701","English"
"Q12100760","English"
"Q12100920","English"
"Q12101020","English"
"Q12101183","English"
"Q12101199","English"
"Q12101263","English"
"Q12101269","English"
"Q12101298","English"
"Q12101319","English"
"Q12101382","English"
"Q12101457","English"
"Q12101565","English"
"Q12101625","English"
"Q12101676","English"
"Q12101705","English"
"Q12101803","English"
"Q12101917","English"
"Q12060950","Japanese"
"Q12101437","Polish"
"Q12098958","Georgian"
"Q12080483","Telugu"
"Q12100276","Arabic"
"Q12062955","Ukrainian"
"Q12073610","Ukrainian"
"Q12085674","Ukrainian"
"Q12088112","Ukrainian"
"Q12088356","Ukrainian"
"Q12088961","Ukrainian"
"Q12090980","Ukrainian"
"Q12096643","Ukrainian"
"Q12098569","Ukrainian"
"Q12100276","Ukrainian"
"Q12101272","Ukrainian"
"Q12098062","French"
"Q12073971","Russian"
"Q12077858","Russian"
"Q12085674","Russian"
"Q12087120","Russian"
"Q12087230","Russian"
"Q12089320","Russian"
"Q12089811","Russian"
"Q12093576","Russian"
"Q12099656","Russian"
"Q12100601","Russian"
"Q12100798","Russian"
"Q12058242","Czech"
"Q12058240","Czech"
"Q12058299","Czech"
"Q12058603","Czech"
"Q12058604","Czech"
"Q12059430","Czech"
"Q12059641","Czech"
"Q12060384","Czech"
"Q12060397","Czech"
"Q12060006","Spanish"
"Q12061136","Spanish"
"Q12100276","Spanish"
"Q12100276","Malay"
"Q11682483","Portuguese"
"Q11679577","English"
"Q11680829","English"
"Q11681383","English"
"Q11682387","English"
"Q11682483","English"
"Q11683298","English"
"Q11687614","English"
"Q11687625","English"
"Q11691373","English"
"Q11691732","English"
"Q11692008","English"
"Q11690392","Cantonese"
"Q11688825","Persian"
"Q11670585","Japanese"
"Q11670589","Japanese"
"Q11670601","Japanese"
"Q11672714","Japanese"
"Q11672907","Japanese"
"Q11673924","Japanese"
"Q11677827","Japanese"
"Q11678994","Japanese"
"Q11679163","Japanese"
"Q11685450","Japanese"
"Q11683591","Polish"
"Q11683836","Polish"
"Q11684085","Polish"
"Q11684252","Polish"
"Q11684792","Polish"
"Q11684833","Polish"
"Q11684967","Polish"
"Q11685727","Polish"
"Q11686319","Polish"
"Q11686690","Polish"
"Q11687254","Polish"
"Q11687258","Polish"
"Q11687394","Polish"
"Q11687831","Polish"
"Q11687847","Polish"
"Q11687952","Polish"
"Q11688037","Polish"
"Q11688515","Polish"
"Q11688669","Polish"
"Q11688722","Polish"
"Q11688977","Polish"
"Q11689653","Polish"
"Q11689658","Polish"
"Q11689893","Polish"
"Q11690017","Polish"
"Q11690381","Polish"
"Q11690578","Polish"
"Q11690658","Polish"
"Q11690687","Polish"
"Q11690706","Polish"
"Q11691262","Polish"
"Q11691264","Polish"
"Q11691723","Polish"
"Q11691726","Polish"
"Q11692026","Polish"
"Q11687877","Basque"
"Q11691882","Serbian"
"Q11682541","Italian"
"Q11681893","Arabic"
"Q11681383","French"
"Q11682483","French"
"Q11683973","Albanian"
"Q11684653","Albanian"
"Q11689145","Albanian"
"Q11690437","Albanian"
"Q11690590","Albanian"
"Q11691853","Albanian"
"Q11692030","Albanian"
"Q11681362","Esperanto"
"Q11679558","Spanish"
"Q11679559","Spanish"
"Q11679783","Spanish"
"Q11680276","Spanish"
"Q11681316","Spanish"
"Q11681362","Spanish"
"Q11681371","Spanish"
"Q11681383","Spanish"
"Q11681381","Spanish"
"Q11681564","Spanish"
"Q11682056","Spanish"
"Q11682387","Spanish"
"Q11682534","Spanish"
"Q11682536","Spanish"
"Q11682537","Spanish"
"Q11682550","Spanish"
"Q11682558","Spanish"
"Q11684251","Spanish"
"Q11687805","Spanish"
"Q11687823","Spanish"
"Q11687821","Spanish"
"Q11687948","Spanish"
"Q11687969","Spanish"
"Q11688436","Spanish"
"Q11689629","Spanish"
"Q11679791","Finnish"
"Q11689942","Yiddish"
"Q12127512","English"
"Q12127519","English"
"Q12127516","English"
"Q12127522","English"
"Q12127523","English"
"Q12127521","English"
"Q12127524","English"
"Q12127525","English"
"Q12127530","English"
"Q12127529","English"
"Q12127535","English"
"Q12127543","English"
"Q12127540","English"
"Q12127541","English"
"Q12127546","English"
"Q12127550","English"
"Q12127551","English"
"Q12127553","English"
"Q12127559","English"
"Q12127556","English"
"Q12127562","English"
"Q12127568","English"
"Q12127579","English"
"Q12127577","English"
"Q12127587","English"
"Q12127619","English"
"Q12127821","English"
"Q12127834","English"
"Q12127850","English"
"Q12127871","English"
"Q12127884","English"
"Q12127898","English"
"Q12127924","English"
"Q12127937","English"
"Q12127967","English"
"Q12127980","English"
"Q12128001","English"
"Q12128061","English"
"Q12128082","English"
"Q12128095","English"
"Q12128092","English"
"Q12128138","English"
"Q12128147","English"
"Q12128161","English"
"Q12128217","English"
"Q12128282","English"
"Q12128357","English"
"Q12128391","English"
"Q12128421","English"
"Q12128431","English"
"Q12128456","English"
"Q12128463","English"
"Q12128471","English"
"Q12128483","English"
"Q12128487","English"
"Q12128518","English"
"Q12128536","English"
"Q12128624","English"
"Q12128629","English"
"Q12128634","English"
"Q12128666","English"
"Q12128673","English"
"Q12128678","English"
"Q12128698","English"
"Q12128697","English"
"Q12128709","English"
"Q12128775","English"
"Q12128785","English"
"Q12128815","English"
"Q12128894","English"
"Q12128932","English"
"Q12129000","English"
"Q12129004","English"
"Q12129011","English"
"Q12129012","English"
"Q12129013","English"
"Q12129027","English"
"Q12129025","English"
"Q12129030","English"
"Q12129035","English"
"Q12129042","English"
"Q12129046","English"
"Q12129045","English"
"Q12129050","English"
"Q12129048","English"
"Q12129056","English"
"Q12129073","English"
"Q12129078","English"
"Q12129082","English"
"Q12129087","English"
"Q12129089","English"
"Q12129092","English"
"Q12129179","English"
"Q12129198","English"
"Q12129217","English"
"Q12129243","English"
"Q12129249","English"
"Q12129265","English"
"Q12129272","English"
"Q12129398","English"
"Q11794626","German"
"Q11795829","German"
"Q11796110","German"
"Q11798437","German"
"Q11795844","English"
"Q11796040","English"
"Q11796343","English"
"Q11796498","English"
"Q11796546","English"
"Q11796545","English"
"Q11800676","German"
"Q11798563","English"
"Q11798618","English"
"Q11812716","English"
"Q11794626","Polish"
"Q11794975","Polish"
"Q11795483","Polish"
"Q11795485","Polish"
"Q11795593","Polish"
"Q11795632","Polish"
"Q11795633","Polish"
"Q11795806","Polish"
"Q11795809","Polish"
"Q11795829","Polish"
"Q11795835","Polish"
"Q11796110","Polish"
"Q11796164","Polish"
"Q11796366","Polish"
"Q11796364","Polish"
"Q11796757","Polish"
"Q11796992","Polish"
"Q11797626","Polish"
"Q11797976","Polish"
"Q11798254","Polish"
"Q11798531","Polish"
"Q11798541","Polish"
"Q11798559","Polish"
"Q11798556","Polish"
"Q11798569","Polish"
"Q11798676","Polish"
"Q11798738","Polish"
"Q11798739","Polish"
"Q11798736","Polish"
"Q11798737","Polish"
"Q11798742","Polish"
"Q11798743","Polish"
"Q11798740","Polish"
"Q11798741","Polish"
"Q11798752","Polish"
"Q11798753","Polish"
"Q11798763","Polish"
"Q11799020","Polish"
"Q11799222","Polish"
"Q11799336","Polish"
"Q11800438","Polish"
"Q11800516","Polish"
"Q11800588","Polish"
"Q11800592","Polish"
"Q11800606","Polish"
"Q11800612","Polish"
"Q11800616","Polish"
"Q11800621","Polish"
"Q11800625","Polish"
"Q11800628","Polish"
"Q11800676","Polish"
"Q11800783","Polish"
"Q11800931","Polish"
"Q11802107","Polish"
"Q11802165","Polish"
"Q11802228","Polish"
"Q11802322","Polish"
"Q11802369","Polish"
"Q11802461","Polish"
"Q11802481","Polish"
"Q11802487","Polish"
"Q11802538","Polish"
"Q11802554","Polish"
"Q11802625","Polish"
"Q11802636","Polish"
"Q11802692","Polish"
"Q11802705","Polish"
"Q11802747","Polish"
"Q11802971","Polish"
"Q11811659","Polish"
"Q11798540","French"
"Q11794539","Albanian"
"Q11794542","Albanian"
"Q11794540","Albanian"
"Q11796649","Albanian"
"Q11796923","Albanian"
"Q11796921","Albanian"
"Q11800626","Albanian"
"Q11801158","Albanian"
"Q11801210","Albanian"
"Q11802638","Albanian"
"Q11812315","Czech"
"Q11812316","Czech"
"Q11812693","Czech"
"Q11812899","Czech"
"Q11797108","Yiddish"
"Q11907224","English"
"Q11909982","English"
"Q11930649","Chinese"
"Q11957427","English"
"Q11957679","English"
"Q11958979","English"
"Q11961625","English"
"Q11902733","Persian"
"Q11960483","Belarusian"
"Q11958374","Northern Sami"
"Q11903535","Catalan"
"Q11904229","Catalan"
"Q11906150","Catalan"
"Q11908166","Catalan"
"Q11910021","Catalan"
"Q11912260","Catalan"
"Q11913250","Catalan"
"Q11913252","Catalan"
"Q11917094","Catalan"
"Q11918744","Catalan"
"Q11921378","Catalan"
"Q11923380","Catalan"
"Q11927055","Catalan"
"Q11931766","Catalan"
"Q11932049","Catalan"
"Q11937307","Catalan"
"Q11937548","Catalan"
"Q11946099","Catalan"
"Q11953007","Catalan"
"Q11953057","Catalan"
"Q11955113","Catalan"
"Q11955430","Catalan"
"Q11900471","French"
"Q11910021","French"
"Q11953057","French"
"Q11958979","Swedish"
"Q11956288","Norwegian"
"Q11956499","Norwegian"
"Q11956500","Norwegian"
"Q11956597","Norwegian"
"Q11957679","Norwegian"
"Q11958374","Norwegian"
"Q11958979","Norwegian"
"Q11960872","Norwegian"
"Q11961711","Norwegian"
"Q11913801","Czech"
"Q11920827","Czech"
"Q11925791","Czech"
"Q11925830","Czech"
"Q11925833","Czech"
"Q11939295","Czech"
"Q11942384","Czech"
"Q11905259","Spanish"
"Q11907304","Spanish"
"Q11908567","Spanish"
"Q11919093","Spanish"
"Q11920708","Spanish"
"Q11927055","Spanish"
"Q11930201","Spanish"
"Q11931016","Spanish"
"Q11938525","Spanish"
"Q11953057","Spanish"
"Q11957675","Spanish"
"Q11957679","Spanish"
"Q11959981","Danish"
"Q11900029","Finnish"
"Q11900032","Finnish"
"Q11900037","Finnish"
"Q11900087","Finnish"
"Q11900201","Finnish"
"Q11900483","Finnish"
"Q11900484","Finnish"
"Q11900489","Finnish"
"Q11900554","Finnish"
"Q11900560","Finnish"
"Q11900656","Finnish"
"Q11900944","Finnish"
"Q11901114","Finnish"
"Q11901128","Finnish"
"Q11901178","Finnish"
"Q11901183","Finnish"
"Q11901370","Finnish"
"Q11901595","Finnish"
"Q11901726","Finnish"
"Q11901823","Finnish"
"Q11901972","Finnish"
"Q11902187","Finnish"
"Q11902184","Finnish"
"Q11902191","Finnish"
"Q11902189","Finnish"
"Q11902593","Finnish"
"Q11902691","Finnish"
"Q11902932","Finnish"
"Q11903081","Finnish"
"Q11903110","Finnish"
"Q11903134","Finnish"
"Q11903227","Finnish"
"Q11903255","Finnish"
"Q11903259","Finnish"
"Q11925815","Slovak"
"Q11694046","German"
"Q11692424","English"
"Q11692734","English"
"Q11694586","English"
"Q11694978","English"
"Q11695672","English"
"Q11695686","English"
"Q11696727","English"
"Q11701145","German"
"Q11698804","English"
"Q11699534","English"
"Q11701145","English"
"Q11704435","English"
"Q11704796","English"
"Q11705049","English"
"Q11699680","Bulgarian"
"Q11708615","English"
"Q11709956","English"
"Q11710029","English"
"Q11699344","Cantonese"
"Q11710207","Cantonese"
"Q11707454","Persian"
"Q11707453","Persian"
"Q11692366","Polish"
"Q11692384","Polish"
"Q11692385","Polish"
"Q11692462","Polish"
"Q11692485","Polish"
"Q11692489","Polish"
"Q11692656","Polish"
"Q11692662","Polish"
"Q11692684","Polish"
"Q11693025","Polish"
"Q11693249","Polish"
"Q11694003","Polish"
"Q11694069","Polish"
"Q11694319","Polish"
"Q11694368","Polish"
"Q11694910","Polish"
"Q11695128","Polish"
"Q11695201","Polish"
"Q11695354","Polish"
"Q11695597","Polish"
"Q11695602","Polish"
"Q11695610","Polish"
"Q11695622","Polish"
"Q11695671","Polish"
"Q11695669","Polish"
"Q11695724","Polish"
"Q11695729","Polish"
"Q11695746","Polish"
"Q11695880","Polish"
"Q11695945","Polish"
"Q11696361","Polish"
"Q11696926","Polish"
"Q11697887","Polish"
"Q11697995","Polish"
"Q11699027","Polish"
"Q11699587","Polish"
"Q11699888","Polish"
"Q11700991","Polish"
"Q11701022","Polish"
"Q11701027","Polish"
"Q11701111","Polish"
"Q11701108","Polish"
"Q11702670","Polish"
"Q11703193","Polish"
"Q11708240","Polish"
"Q11708467","Polish"
"Q11709738","Polish"
"Q11710023","Polish"
"Q11710108","Polish"
"Q11710348","Polish"
"Q11710855","Polish"
"Q11710937","Polish"
"Q11711030","Polish"
"Q11711492","Polish"
"Q11711634","Polish"
"Q11712020","Polish"
"Q11712059","Polish"
"Q11712402","Polish"
"Q11702900","Telugu"
"Q11693187","Albanian"
"Q11694353","Albanian"
"Q11695907","Albanian"
"Q11711935","Russian"
"Q11696925","Czech"
"Q11706681","Czech"
"Q11692342","Spanish"
"Q11693928","Spanish"
"Q11694909","Spanish"
"Q11694944","Spanish"
"Q11695850","Spanish"
"Q11701565","Spanish"
"Q11704179","Spanish"
"Q11704242","Spanish"
"Q11704530","Spanish"
"Q11704875","Spanish"
"Q11701292","Serbo-Croatian"
"Q12101942","English"
"Q12102124","English"
"Q12102158","English"
"Q12102236","English"
"Q12102240","English"
"Q12102253","English"
"Q12102275","English"
"Q12102311","English"
"Q12102320","English"
"Q12102431","English"
"Q12102451","English"
"Q12102448","English"
"Q12102493","English"
"Q12102496","English"
"Q12102508","English"
"Q12102623","English"
"Q12102707","English"
"Q12102714","English"
"Q12102734","English"
"Q12102774","English"
"Q12102812","English"
"Q12102891","English"
"Q12102950","English"
"Q12103256","English"
"Q12103341","English"
"Q12103352","English"
"Q12103382","English"
"Q12103455","English"
"Q12103479","English"
"Q12103560","English"
"Q12103666","English"
"Q12103677","English"
"Q12103778","English"
"Q12103900","English"
"Q12103918","English"
"Q12103990","English"
"Q12104027","English"
"Q12104098","English"
"Q12104370","English"
"Q12104507","English"
"Q12104680","English"
"Q12104831","English"
"Q12105192","English"
"Q12105369","English"
"Q12105443","English"
"Q12105497","English"
"Q12105566","English"
"Q12105600","English"
"Q12105634","English"
"Q12105865","English"
"Q12106149","English"
"Q12106680","English"
"Q12106710","English"
"Q12106800","English"
"Q12106812","English"
"Q12106874","English"
"Q12106947","English"
"Q12106951","English"
"Q12106980","English"
"Q12107220","English"
"Q12107808","English"
"Q12108167","English"
"Q12108526","English"
"Q12108552","English"
"Q12108769","English"
"Q12108846","English"
"Q12108865","English"
"Q12108967","English"
"Q12109044","English"
"Q12109062","English"
"Q12109209","English"
"Q12109235","English"
"Q12109285","English"
"Q12109474","English"
"Q12110058","English"
"Q12110080","English"
"Q12110151","English"
"Q12110526","English"
"Q12110830","English"
"Q12110972","English"
"Q12111204","English"
"Q12112105","English"
"Q12102522","Georgian"
"Q12106862","Georgian"
"Q12102114","Ukrainian"
"Q12106382","Ukrainian"
"Q12108237","Ukrainian"
"Q12102117","Russian"
"Q12103129","Russian"
"Q12103190","Russian"
"Q12103271","Russian"
"Q12104428","Russian"
"Q12104429","Russian"
"Q12104999","Russian"
"Q12107102","Russian"
"Q12108794","Russian"
"Q12111622","Russian"
"Q12111623","Russian"
"Q12104216","Bangla"
"Q12102496","Marathi"
"Q12131880","German"
"Q12129428","English"
"Q12129436","English"
"Q12129531","English"
"Q12129539","English"
"Q12129545","English"
"Q12129612","English"
"Q12129617","English"
"Q12129654","English"
"Q12129668","English"
"Q12129673","English"
"Q12129679","English"
"Q12129676","English"
"Q12129677","English"
"Q12129690","English"
"Q12129703","English"
"Q12129721","English"
"Q12129736","English"
"Q12129764","English"
"Q12129783","English"
"Q12129789","English"
"Q12129798","English"
"Q12129803","English"
"Q12129808","English"
"Q12129812","English"
"Q12129813","English"
"Q12129827","English"
"Q12129853","English"
"Q12129859","English"
"Q12129856","English"
"Q12129880","English"
"Q12129881","English"
"Q12129891","English"
"Q12129910","English"
"Q12129911","English"
"Q12129927","English"
"Q12129930","English"
"Q12129937","English"
"Q12129959","English"
"Q12129956","English"
"Q12129978","English"
"Q12130000","English"
"Q12130001","English"
"Q12130028","English"
"Q12130183","English"
"Q12130195","English"
"Q12130252","English"
"Q12130276","English"
"Q12130305","English"
"Q12130403","English"
"Q12130601","English"
"Q12130753","English"
"Q12130857","English"
"Q12131071","English"
"Q12131139","English"
"Q12131146","English"
"Q12131173","English"
"Q12131238","English"
"Q12131255","English"
"Q12131314","English"
"Q12131348","English"
"Q12131543","English"
"Q12131571","English"
"Q12131707","English"
"Q12131894","English"
"Q12131905","English"
"Q12131956","English"
"Q12132013","English"
"Q12132113","English"
"Q12132315","English"
"Q12132358","English"
"Q12132395","English"
"Q12132392","English"
"Q12132393","English"
"Q12132396","English"
"Q12132397","English"
"Q12132402","English"
"Q12132403","English"
"Q12132406","English"
"Q12132457","English"
"Q12132460","English"
"Q12132844","English"
"Q12132905","English"
"Q12133130","English"
"Q12133175","English"
"Q12133400","English"
"Q12133405","English"
"Q12133821","English"
"Q12133944","English"
"Q12133955","English"
"Q12134034","English"
"Q12134068","English"
"Q12131639","Georgian"
"Q12131315","Ukrainian"
"Q12131880","Ukrainian"
"Q12131880","Russian"
"Q12132201","Russian"
"Q12133052","Russian"
"Q12133784","Russian"
"Q12132358","Spanish"
"Q11813123","German"
"Q11813262","German"
"Q11818835","German"
"Q11816129","English"
"Q11822652","German"
"Q11819366","English"
"Q11819370","English"
"Q11819514","English"
"Q11819515","English"
"Q11819896","English"
"Q11820114","English"
"Q11820615","English"
"Q11821180","English"
"Q11818875","Bulgarian"
"Q11819881","Bulgarian"
"Q11813099","Polish"
"Q11813109","Polish"
"Q11813147","Polish"
"Q11813168","Polish"
"Q11813262","Polish"
"Q11814713","Polish"
"Q11814907","Polish"
"Q11815444","Polish"
"Q11815450","Polish"
"Q11815462","Polish"
"Q11815551","Polish"
"Q11815814","Polish"
"Q11816093","Polish"
"Q11816096","Polish"
"Q11816552","Polish"
"Q11816595","Polish"
"Q11816706","Polish"
"Q11816704","Polish"
"Q11816714","Polish"
"Q11816773","Polish"
"Q11816798","Polish"
"Q11816966","Polish"
"Q11816975","Polish"
"Q11817017","Polish"
"Q11817130","Polish"
"Q11818371","Polish"
"Q11818503","Polish"
"Q11818706","Polish"
"Q11818835","Polish"
"Q11818853","Polish"
"Q11818863","Polish"
"Q11818874","Polish"
"Q11818977","Polish"
"Q11819216","Polish"
"Q11819381","Polish"
"Q11819798","Polish"
"Q11819895","Polish"
"Q11819922","Polish"
"Q11820026","Polish"
"Q11820168","Polish"
"Q11820173","Polish"
"Q11820176","Polish"
"Q11820181","Polish"
"Q11820637","Polish"
"Q11820646","Polish"
"Q11820647","Polish"
"Q11820956","Polish"
"Q11820992","Polish"
"Q11820993","Polish"
"Q11821065","Polish"
"Q11821068","Polish"
"Q11821097","Polish"
"Q11821248","Polish"
"Q11821301","Polish"
"Q11821792","Polish"
"Q11821926","Polish"
"Q11821927","Polish"
