"FilmID","FilmName","Year","Type","wiki_title","wikibase_item","Studio","Distributor"
"tt0108165","Small Talk",1994,"movie",NA,NA,NA,NA
"tt0108494","The Village",1993,"movie",NA,NA,NA,NA
"tt0108498","The Screw",1993,"movie",NA,NA,NA,NA
"tt0108515","The War Room",1993,"movie","The War Room","Q743292",NA,"distributor = [[October Films]] | "
"tt0108550","What's Eating Gilbert Grape",1993,"movie","What's Eating Gilbert Grape","Q660894","studio = Matalon Teper Ohlsson | ","distributor = {{Plainlist| *[[Paramount Pictures]] (United States) * [[Myriad Pictures|J&M Entertainment]] (International)<ref name=AFI/> }} | "
"tt0108551","What's Love Got to Do with It",1993,"movie","What's Love Got to Do with It (1993 film)","Q1471849","studio = [[Touchstone Pictures]] | ","distributor = [[Walt Disney Studios Motion Pictures|Buena Vista Pictures Distribution]] | "
"tt0108598","The Wrong Trousers",1993,"movie","The Wrong Trousers","Q1969617","studio = [[Aardman Animations]]<br>Wallace and Gromit Ltd.<br>[[Broadcasting House, Bristol|BBC Bristol]]<br>[[BBC Worldwide|Lionheart Television]]<br>BBC Children's International | ","distributor = [[BBC Worldwide|BBC Enterprises]] | "
"tt0110781","Partners",1993,"movie","Charles Martin Smith","Q730100",NA,NA
"tt0112917","The Dutch Master",1993,"movie","Susan Seidelman","Q270372",NA,NA
"tt0094416","American Experience",NA,"series","List of awards and nominations received by American Experience","Q104867530",NA,NA
"tt0106446","Bob's Birthday",1993,"movie","Bob's Birthday","Q888922","studio = [[National Film Board of Canada]] <br> [[Channel 4]] | released = {{Film date|26 December 1993}} | runtime = | country = Canada<br/>United Kingdom | language = English | budget = | gross = }} '''''Bob's Birthday''''' is a 1993 [[animated short]] by [[Alison Snowden]] and [[David Fine (filmmaker)|David Fine]], winner of the [[Academy Award for Best Animated Short Film]] at the [[67th Academy Awards]],<ref>[https://www.youtube.com/watch?v=BKOENTyQcb0 Short Film Winners: 1995 Oscars]</ref><ref>[https://www.oscars.org/oscars/ceremonies/1995 1995|Oscars.org]</ref> and serves as the pilot to the animated series ''[[Bob & Margaret]]''. It features a humorous look at how Margaret plans to throw a surprise birthday party for Bob on his 40th birthday, as he struggles with the sudden impact of middle age.<ref name=""NFB collection"">{{cite web|url=http://onf-nfb.gc.ca/eng/collection/film/?id=30019|title=Bob's Birthday|year=1993|work=Collection|publisher=National Film Board of Canada|access-date=2009-10-05}}</ref> ''Bob's Birthday'' has won 10 awards, one of which includes the [[National Film Board of Canada]]'s 60th Oscar nomination. The film was inspired by the creators, Alison Snowden and David Fine, both turning 30.<ref>Bob's Birthday makes 10 for NFB- Dianne Wiest Bears Bullets Over. (1995, March 28). Times-Colonist. Retrieved on March 31, 2018 from Canadian Major Dailies.</ref> ==Plot== Bob Fish's wife, Margaret, is attempting to throw a surprise birthday celebration for Bob while he is at work; she tells him that they are going to a restaurant when she calls him. Bob works as a dentist and is seemingly going through a mid-life crisis on his 40th birthday. The short film shows Bob staring at a young woman in the office while his wife is at home working on the surprise party. She has a closet full of decorations to make the celebration fun for everyone. Back in the office, one of Bob's patients goes on to tell him that he had read that dentists have the highest suicide rate of all professions and continues to ask about his hours and salary while Bob works on the patient's teeth. The film continues at Bob and Margaret's home where all of their friends have arrived for the party. As they await Bob's presence, Margaret watches the time and quickly checks the window to notice he is driving down the road and tells the guests to hide until she gives a signal for them to come out. When Bob arrives, he walks directly to the kitchen, disregarding Margaret, and then asks her if she is bothered that they never had children and questions whether he should leave his job as a dentist. The guests continue to hide while Bob goes upstairs to change. As he is changing he comes down the stairs not wearing pants and Margaret frantically tells him to put pants on. He takes this to offence and says that she used to love when he did that, furthering his mid-life crisis even more. Bob continues speaking about how all of their friends, who are hiding behind couches and listening, are not really their friends and that they do not even like them. He goes on to say that Margaret should find another husband and becomes jealous. Bob yells up to Margaret, who is in the bedroom and upset over the disaster of a surprise party, and says that they should have children. He goes on to ask if she finds him attractive while she brings down pants and trousers for him. Bob goes outside to wait in the car because he still believes they are going out for dinner. Margaret follows him, knowing the party she had planned is now destroyed, and leaves all their friends she had invited behind.<ref>National Film Board of Canada.</ref> ==Cast== {{Cast listing| * [[Alison Snowden]] as Margaret Fish * [[Andy Hamilton]] as Dr. Bob Fish * [[Harry Enfield]] * [[Andrew MacLachlan]] * Tessa Wojtczak * [[Sally Grace]] }} ==Production== The short film took two years to complete. The movie had a budget of $335,000, partially financed by the [[National Film Board of Canada]].<ref>Turbide, Diane. (1995, 10 April). An animated film wins the NFB Oscar No.10. ''Maclean's.'' Vol. 108(15) p.52. Retrieved on March 30 from E-Library.</ref> David Fine and Alison Snowden met as students at the National Film and Television School in 1980, and later went on to produce this Oscar winning short animated film.<ref>Turbide, Diane. (1995, 10 April). An animated film wins the NFB Oscar No.10. ''Maclean's.'' Vol. 108(15) p.52. Retrieved on March 30 from E-Library.</ref> ==Critical reception== The short film has had few critics to share how well the movie portrays a mid-life crisis at the age of 40. One critic review from the ''[[Toronto Star]]'' in 1995 said ""The National Film Board's animated short, Bob's Birthday, Canada's only contender for an Oscar this year, is not a party for kids. It's not a party at all. It's a wry tale of could-be-real, mid-life crisis that animators Alison Snowden and David Fine need just 12 minutes and 18 seconds to tell more effectively than most documentaries on the subject.""<ref>Adilman, Sid. (1995, March 24). Networks Snub Bob's Birthday. ''Toronto Star''. Retrieved March 29, 2018 from Canadian Major Dailies.</ref> The film was a [[Genie Award]] nominee for [[Genie Award for Best Theatrical Short Film|Best Theatrical Short Film]] at the [[15th Genie Awards]].<ref>""Exotica dominates Genie nominations"". ''[[Montreal Gazette]]'', October 20, 1994.</ref> ==See also== *''[[George and Rosemary]]'' *''[[Bob and Margaret]]'' ==References== {{reflist}} ==External links== *{{NFB film}} *{{IMDb title}} {{AcademyAwardBestAnimatedShortFilm 1981–2000}} {{Italic title}} [[Category:1993 short films]] [[Category:1993 animated films]] [[Category:Canadian comedy short films]] [[Category:1990s animated short films]] [[Category:Best Animated Short Academy Award winners]] [[Category:British animated short films]] [[Category:Quebec films]] [[Category:Best Animated Short Film Genie and Canadian Screen Award winners]] [[Category:Midlife crisis films]] [[Category:Canadian animated short films]] [[Category:Films directed by Alison Snowden and David Fine]] [[Category:National Film Board of Canada animated short films]] [[Category:English-language Canadian films]] [[Category:1990s English-language films]] [[Category:1990s Canadian animated films]] [[Category:1990s British animated films]] [[Category:British comedy short films]] [[Category:National Film Board of Canada short films]]",NA
"tt0106961","Franz Kafka's It's a Wonderful Life",1993,"movie","Franz Kafka's It's a Wonderful Life","Q1162436","studio = {{Plainlist| * [[BBC Scotland]] * The Scottish Film Production Fund * Conundrum Films }} | released = 1993 | runtime = 23 minutes | country = United Kingdom | language = English }} '''''Franz Kafka's It's a Wonderful Life''''' is a 1993 British short [[comedy]] film written and directed by [[Peter Capaldi]]. It stars [[Richard E. Grant]] as [[Franz Kafka]] and co-stars [[Ken Stott]]. The title refers to the name of the writer Franz Kafka and the 1946 film ''[[It's a Wonderful Life]]'', directed by [[Frank Capra]], and the plot takes the concept of the two to absurd depths. The film features a rendition of ""Ah! Sweet Mystery of Life"" from the 1910 [[operetta]] ''[[Naughty Marietta (operetta)|Naughty Marietta]]''. In 1994, the short won the [[BAFTA Award for Best Short Film]]. The [[67th Academy Awards|following year]] it won the [[Academy Award for Best Live Action Short Film]], tying with ''[[Trevor (film)|Trevor]]''. ==Synopsis== The great writer [[Franz Kafka]] is about to write his famous 1915 work, ''[[The Metamorphosis]]'', but inspiration is lacking, and he suffers continual interruptions. ==Cast== * [[Richard E. Grant]] – [[Franz Kafka]] * [[Crispin Letts]] – Gregor Samsa * [[Ken Stott]] – Woland the Knifeman * [[Elaine Collins]] – Miss Cicely * [[Phyllis Logan]] – Frau Bunofsky * [[Julie Cox]] – Party Girl * [[Jessie Doyle]] – Party Girl * [[Samantha Howarth]] – Party Girl * [[Justine Luxton]] – Party Girl * [[Laura Reiss]] – Party Girl * [[Thea Tait]] – Party Girl * [[Lucy Woodhouse]] – Party Girl ==Accolades== {| class=""wikitable sortable"" |- ! Year !! Award !! Category !! Recipient(s) !! Result !! {{Abbr|Ref.|References}} |- |rowspan=""4""| 1993 || [[BAFTA Scotland Award]] || Best Short Film || [[Peter Capaldi]] || {{Won}} || <ref>{{cite web|url=http://www.heraldscotland.com/news/12679152.Latin_for_a_dark_room/|title=Latin for a dark room|date=22 March 1994|website=[[The Herald (Glasgow)|The Herald]]|access-date=27 February 2016}}</ref> |- |rowspan=""3""| [[Atlantic Film Festival|Atlantic Film Festival Award]] || Best Live Action Film || Peter Capaldi || {{Won}} || <ref name=""library"">{{cite web|url=https://movingimage.nls.uk/film/7080|title=FRANZ KAFKA'S IT'S A WONDERFUL LIFE|website=[[National Library of Scotland]]|access-date=29 September 2019}}</ref> |- | Best Short Film || Peter Capaldi || {{Won}} || <ref name=""library"" /> |- | Best Set Design || John Beard || {{Won}} || <ref name=""library"" /> |- |rowspan=""4""| 1994 || Angers European First Film Festival Audience Award || Short Film || Peter Capaldi || {{Won}} || <ref>{{cite web|url=http://www.premiersplans.org/festival/archives/palmares/palmares94.pdf|title=Premiers Plans Festival d'Angers|date=1994|website=Premiers Plans|access-date=20 February 2016}}</ref> |- | [[BAFTA Film Award]] || [[BAFTA Award for Best Short Film|Best Short Film]] || Peter Capaldi, Ruth Kenley-Letts || {{Won}} || <ref name=""NY Times"">{{cite news|last = Kenley-Letts|first = Ruth|url = https://movies.nytimes.com/movie/239041/Franz-Kafka-s-It-s-a-Wonderful-Life-/details|archive-url = https://web.archive.org/web/20110520031307/http://movies.nytimes.com/movie/239041/Franz-Kafka-s-It-s-a-Wonderful-Life-/details|url-status = dead|archive-date = 20 May 2011|title = Franz Kafka's ""It's a Wonderful Life"" (1993)|access-date = 4 August 2012|department = Movies & TV Dept.|work = [[The New York Times]]|publisher = [[Baseline (database)|Baseline]] & [[All Movie Guide]]|date = 2011|ref = {{sfnref|New York Times|1993}} }}</ref> |- | [[Celtic Media Festival|Celtic Media Festival Award]] || Best New Director || Peter Capaldi || {{Won}} || <ref name=""library"" /> |- | Vevey International Funny Film Festival Award || Prix Schwartz Best Short Film || Peter Capaldi || {{Won}} || <ref name=""library"" /> |- | 1995 || [[Academy Award]] || [[Academy Award for Best Live Action Short Film|Live Action Short Film]] || Peter Capaldi, Ruth Kenley-Letts || {{Won}} || <ref name=""Oscars1995"">{{Cite web|url=http://www.oscars.org/oscars/ceremonies/1995 |title=The 67th Academy Awards (1995) Nominees and Winners |access-date=20 November 2011|work=Academy of Motion Picture Arts and Sciences|publisher=AMPAS}}</ref> |} ==References== {{Reflist}} ==External links== *{{IMDb title|id=0106961}} * {{amg movie|239041|Franz Kafka's It's a Wonderful Life (1993)}} * [http://movingimage.nls.uk/film/7080 Full record for ''Franz Kafka's It's a Wonderful Life''] at the [[National Library of Scotland]] {{AcademyAwardBestShort 1981-2000}} {{Kafka adaptations}} {{The Metamorphosis}} {{Franz Kafka}} [[Category:1993 films]] [[Category:1993 comedy films]] [[Category:Live Action Short Film Academy Award winners]] [[Category:English-language Scottish films]] [[Category:Works about Franz Kafka]] [[Category:Cultural depictions of Franz Kafka]] [[Category:Films directed by Peter Capaldi]] [[Category:Scottish films]] [[Category:BBC Scotland television shows]] [[Category:1993 short films]] [[Category:British comedy short films]] [[Category:1990s English-language films]] {{short-comedy-film-stub}}",NA
"tt0106966","Strawberry & Chocolate",1993,"movie","Strawberry and Chocolate","Q925448",NA,"distributor = [[Miramax Films]] (USA) | "
"tt0109023","89 mm od Europy",1993,"movie","89mm from Europe","Q4645126","studio = Studio Filmowe Kalejdoskop | ","distributor = [[Telewizja Polska]] | "
"tt0109045","The Adventures of Priscilla, Queen of the Desert",1994,"movie","The Adventures of Priscilla, Queen of the Desert","Q255328",NA,"distributor = [[Roadshow Entertainment]]<ref>{{cite web|title=The Adventures of Priscilla, Queen of the Desert - Review|work=Oz Movies|access-date=6 June 2021|url=http://www.ozmovies.com.au/movie/adventures-of-priscilla--queen-of-the-desert}}</ref> | "
"tt0109270","The Big Story",1994,"movie","The Big Story (film)","Q2409748",NA,NA
"tt0109306","Blue Sky",1994,"movie","Blue Sky (1994 film)","Q1849813","studio = [[Orion Pictures]], Robert H. Solo Productions | ","distributor = Orion Pictures | "
"tt0109308","Blues Highway",NA,NA,"Blues Highway (film)","Q4930466","studio = Half Court Pictures<br>[[National Geographic Explorer]] | ","distributor = [[TBS (U.S. TV channel)|TBS]] | "
"tt0109348","Bullets Over Broadway",1994,"movie","Bullets Over Broadway","Q1004531","studio = Sweetland Films | ","distributor = [[Miramax Films]] | "
"tt0109444","Clear and Present Danger",1994,"movie","Clear and Present Danger (film)","Q1392442","studio = | genre = | length = 50:35 (original release), 98:38 (expanded version) | label = [[Milan Records]] (original), [[Intrada Records]] (expanded version) | producer = | chronology = [[Jack Ryan (film series)|Jack Ryan]] soundtrack | prev_title = [[Patriot Games (film)#Music|Patriot Games]] | prev_year = 1992 | next_title = [[The Sum of All Fears (film)#Music|The Sum of All Fears]] | next_year = 2002 }} The film's musical score was composed by [[James Horner]]. [[Milan Records]] released an album featuring selections from the score on August 2, 1994.<ref>{{cite web |url=https://www.amazon.com/Clear-Present-Danger-Original-Soundtrack/dp/B000008N1K/ |title=Clear and Present Danger - Audio CD |website=Amazon |access-date=2014-02-03 |archive-date=June 29, 2021 |archive-url=https://web.archive.org/web/20210629192833/https://www.amazon.com/Clear-Present-Danger-Original-Soundtrack/dp/B000008N1K/ |url-status=live }}</ref> An expanded two-disc collector's edition was released in 2013 by specialty label [[Intrada Records]]. The new version now includes the complete score by Horner, remixed from the original scoring master tapes with cues appearing in the same order as they appear in the film. Some parts of the soundtrack are based on the music from James Horner's soundtrack for ''[[Gorky Park (film)|Gorky Park]]'', but played with different instruments. ==Reception== ===Critical response=== The film received positive reviews from critics. [[Rotten Tomatoes]] gives it a rating of 80% based on reviews from 45 critics, with an average score of 6.90/10. The site's consensus states: ""Perfecting the formula established in earlier installments, ''Clear and Present Danger'' reunites its predecessor's creative core to solidly entertaining effect.""<ref>{{Cite web |title=Clear and Present Danger |url=https://www.rottentomatoes.com/m/clear_and_present_danger/ |url-status=live |archive-url=https://web.archive.org/web/20200402002124/https://www.rottentomatoes.com/m/clear_and_present_danger |archive-date=April 2, 2020 |access-date=2022-03-20 |work=Rotten Tomatoes}}</ref> At [[Metacritic]], which assigns a [[weighted mean|weighted average]] out of 100 to critics' reviews, ''Clear and Present Danger'' received a score of 74 based on 14 reviews.<ref>{{Cite web |url=https://www.metacritic.com/movie/clear-and-present-danger |title=Clear and Present Danger |access-date=2014-01-27 |work=Metacritic |archive-date=November 13, 2020 |archive-url=https://web.archive.org/web/20201113154731/https://www.metacritic.com/movie/clear-and-present-danger |url-status=live }}</ref> Audiences polled by [[CinemaScore]] gave the film an average grade of ""A"" on an A+ to F scale.<ref name=""CinemaScore"">{{cite web |url=https://m.cinemascore.com |title=CinemaScore |work=cinemascore.com |access-date=June 29, 2021 |archive-date=December 10, 2019 |archive-url=https://web.archive.org/web/20191210223808/https://m.cinemascore.com/ |url-status=live }}</ref> {{quote box|quote=Noyce, who also directed ''""[[Patriot Games (film)|Patriot Games]],""'' manages to keep the complex story lines from snarling even though he relies heavily on crosscutting. The technique, which he uses ingeniously here, enlivens scenes that are technologically driven and potentially deadly.|source=—Rita Kempley, writing for ''[[The Washington Post]]''<ref>{{Cite news | url=https://www.washingtonpost.com/wp-srv/style/longterm/movies/videos/clearandpresentdangerpg13kempley_a0a47d.htm | title=Clear and Present Danger | first=Rita | last=Kempley | date=August 3, 1994 | access-date=2014-01-27 | newspaper=The Washington Post | archive-date=December 7, 2017 | archive-url=https://web.archive.org/web/20171207231434/http://www.washingtonpost.com/wp-srv/style/longterm/movies/videos/clearandpresentdangerpg13kempley_a0a47d.htm | url-status=live }}</ref>|align=left|width=40%|fontsize=85%|bgcolor=#FFFFF0|quoted=2}} [[Mick LaSalle]], writing for the ''[[San Francisco Chronicle]]'', commented how it ""delights in an almost boyish way in the trappings of power: rocket launchers and high-tech missiles, flags, ceremony and political double-speak.""<ref>{{Cite web | url=http://www.sfgate.com/movies/article/Ford-Vs-the-Cynics-in-Danger-3045961.php | title=Ford Vs. the Cynics in 'Danger' | first=Mick | last=LaSalle | author-link=Mick LaSalle | date=February 3, 1995 | work=San Francisco Chronicle | access-date=2014-01-27 | archive-date=February 3, 2014 | archive-url=https://web.archive.org/web/20140203001416/http://www.sfgate.com/movies/article/Ford-Vs-the-Cynics-in-Danger-3045961.php | url-status=live }}</ref> [[James Berardinelli]], who wrote for ''ReelViews'', remarked, ""''Clear and Present Danger'' is all plot and no characters. The people running around on screen have about as much depth as the sheen of sweat on Harrison Ford's forehead. Jack Ryan is the most disappointing of all. He's disgustingly virtuous: a flawless fighter for good and justice, a Superman without the cape. I spent half the movie wondering if this guy was ever going to show anything to mark him as vaguely human.""<ref>{{Cite web | url=http://preview.reelviews.net/movies/c/clear_present.html | title=Clear and Present Danger | first=James | last=Berardinelli | author-link=James Berardinelli | access-date=2014-01-27 | work=ReelViews | archive-date=June 29, 2021 | archive-url=https://web.archive.org/web/20210629192934/https://preview.reelviews.net/movies/c/clear_present.html | url-status=live }}</ref> In ''[[Reel Power: Hollywood Cinema and American Supremacy]]'', author Matthew Alford formulated a critique of the film, pointing out that supporting characters like Cutter and Ritter are pointedly squeamish about the use of force. He queried, ""Where is this abundance of sensitivity from the US national security apparatus towards the people of Latin America in the real world?"". He concluded, ""The answers are all too obvious, except to a Hollywood hooked on schmaltz, willfully ignorant of reality and in thrall to power.""<ref>Alford, ''Reel Power'', p. 91</ref> ===Box office=== ''Clear and Present Danger'' opened strongly at the U.S. box office, grossing $20,348,017 in its first weekend and holding the top spot for two weeks.<ref>{{cite news |url=https://www.newspapers.com/article/the-post-crescent-clear-and-present-dan/123752616/ |title='Clear and Present Danger' opens on top at box office |archive-url=http://web.archive.org/web/20230429201604/https://www.newspapers.com/article/the-post-crescent-clear-and-present-dan/123752616/ |date=August 8, 1994 |access-date=April 29, 2023 |archive-date=April 29, 2023 |page=8 |publisher=[[The Post-Crescent]] |via=[[Newspapers.com]] |url-status=live}} {{Open access}}</ref> It went on to gross an estimated $122 million in the U.S., and $94 million in foreign revenue for a worldwide total of $216 million.<ref>{{cite web | title=Clear and Present Danger | url=https://boxofficemojo.com/movies/?id=clearandpresentdanger.htm | publisher=boxofficemojo.com | access-date=2019-02-14 | archive-date=July 29, 2019 | archive-url=https://web.archive.org/web/20190729190810/https://www.boxofficemojo.com/movies/?id=clearandpresentdanger.htm | url-status=live }}</ref> === Year-end lists === * 8th&nbsp;– [[Kenneth Turan]], ''[[Los Angeles Times]]''<ref>{{cite web|last=Turan|first=Kenneth|date=December 25, 1994|url=https://www.latimes.com/archives/la-xpm-1994-12-25-ca-12998-story.html|title=1994: YEAR IN REVIEW : No Weddings, No Lions, No Gumps|work=Los Angeles Times|access-date=July 20, 2020|archive-date=March 19, 2021|archive-url=https://web.archive.org/web/20210319070002/https://www.latimes.com/archives/la-xpm-1994-12-25-ca-12998-story.html|url-status=live}}</ref> * Honorable mention&nbsp;– Glenn Lovell, ''[[San Jose Mercury News]]''<ref>{{cite news|last=Lovell|first=Glenn|date=December 25, 1994 |title=The Past Picture Show the Good, the Bad and the Ugly -- a Year Worth's of Movie Memories|newspaper=[[San Jose Mercury News]]|page=3|edition=Morning Final}}</ref> * Honorable mention&nbsp;– John Hurley, ''[[Staten Island Advance]]''<ref>{{cite news|last=Hurley|first=John|date=December 30, 1994|title=Movie Industry Hit Highs and Lows in '94|newspaper=Staten Island Advance|page=D11}}</ref> * Honorable mention&nbsp;– David Elliott, ''[[The San Diego Union-Tribune]]''<ref>{{cite news|last=Elliott|first=David|date=December 25, 1994|title=On the big screen, color it a satisfying time|newspaper=[[The San Diego Union-Tribune]]|edition=1, 2|page=E=8}}</ref> * Honorable mention&nbsp;– Michael Mills, ''[[The Palm Beach Post]]''<ref>{{cite news|last=Mills|first=Michael|date=December 30, 1994|title=It's a Fact: 'Pulp Fiction' Year's Best|newspaper=The Palm Beach Post|page=7|edition=Final}}</ref> * Honorable mention&nbsp;– Dan Craft, ''[[The Pantagraph]]''<ref>{{cite news|last=Craft|first=Dan|date=December 30, 1994 |title=Success, Failure and a Lot of In-between; Movies '94|newspaper=[[The Pantagraph]]|page=B1}}</ref> * Honorable mention&nbsp;– Bob Carlton, ''[[The Birmingham News]]''<ref>{{cite news|last=Carlton|first=Bob|date=December 29, 1994|title=It Was a Good Year at Movies|work=[[The Birmingham News]]|page=12-01}}</ref> ===Accolades=== The film was nominated for two [[Academy Awards]] for [[Academy Award for Best Sound|Best Sound]] ([[Donald O. Mitchell]], [[Michael Herbick]], [[Frank A. Montaño]] and [[Art Rochester]]) and [[Academy Award for Best Sound Editing|Best Sound Effects Editing]] ([[John Leveque]] and [[Bruce Stambler]]), but lost both awards to ''[[Speed (1994 film)|Speed]]''.<ref>{{cite news |url=https://www.newspapers.com/article/detroit-free-press-backstage-improv-adds/123755063/ |title=Backstage improv adds life to Oscars |archive-url=http://web.archive.org/web/20230429205610/https://www.newspapers.com/article/detroit-free-press-backstage-improv-adds/123755063/ |date=March 29, 1995 |access-date=April 29, 2023 |archive-date=April 29, 2023 |page=60 |publisher=[[Detroit Free Press]] |via=[[Newspapers.com]] |url-status=live}} {{Open access}}</ref><ref name=""Oscars1995"">{{Cite web | title=The 67th Academy Awards (1995) Nominees and Winners | url=http://www.oscars.org/oscars/ceremonies/1995 | work=oscars.org | access-date=2011-10-23 | archive-date=April 2, 2015 | archive-url=https://web.archive.org/web/20150402004445/http://www.oscars.org/oscars/ceremonies/1995 | url-status=live }}</ref> ==See also== {{Portal bar|United States|Colombia|Film|1990s}} * [[1994 in film]] ==References== ;Footnotes {{Reflist|colwidth=30em}} ==External links== * {{Official website|http://www.paramount.com/movies/clear-and-present-danger}} * {{IMDb title|0109444|Clear and Present Danger}} * {{tcmdb title|71061|Clear and Present Danger}} * {{Allrovi movie|133722|Clear and Present Danger}} * {{rotten-tomatoes|clear_and_present_danger|Clear and Present Danger}} * {{Metacritic film|title=Clear and Present Danger}} * {{mojo title|clearandpresentdanger|Clear and Present Danger }} {{Jack Ryan films}} {{Phillip Noyce}} {{John Milius}} {{Steven Zaillian}} {{DEFAULTSORT:Clear And Present Danger}} [[Category:1994 films]] [[Category:1994 action thriller films]] [[Category:1990s spy thriller films]] [[Category:American action thriller films]] [[Category:American political thriller films]] [[Category:American sequel films]] [[Category:Films about Colombian drug cartels]] [[Category:Films based on American novels]] [[Category:Films based on military novels]] [[Category:Films based on works by Tom Clancy]] [[Category:Paramount Pictures films]] [[Category:Films directed by Phillip Noyce]] [[Category:Films produced by Mace Neufeld]] [[Category:Films set in the 1980s]] [[Category:Films set in Colombia]] [[Category:Films set in Washington, D.C.]] [[Category:Films shot in Virginia]] [[Category:Films shot in Ecuador]] [[Category:Films shot in Mexico]] [[Category:Films shot in California]] [[Category:Murder in films]] [[Category:Ryanverse films]] [[Category:Films with screenplays by Steven Zaillian]] [[Category:Films scored by James Horner]] [[Category:Films with screenplays by John Milius]] [[Category:Colombia–United States relations]] [[Category:Films set in the White House]] [[Category:Films set in Langley, Virginia]] [[Category:Films about the Federal Bureau of Investigation]] [[Category:Films shot in Mexico City]] [[Category:1990s English-language films]] [[Category:1990s American films]] [[ja:今そこにある危機#映画]]","distributor = Paramount Pictures | "
"tt0109446","The Client",1994,"movie","The Client (1994 film)","Q255376","studio = {{ubl|[[Regency Enterprises]]|Alcor Films}} | ","distributor = [[Warner Bros. Pictures|Warner Bros.]] | "
"tt0109465","Complaints of a Dutiful Daughter",1994,"movie","Complaints of a Dutiful Daughter","Q1121488",NA,"distributor = [[Women Make Movies]] | "
"tt0109707","Ed Wood",1994,"movie","Ed Wood (film)","Q639481","studio = [[Touchstone Pictures]] | ","distributor = [[Buena Vista Pictures Distribution]] | "
"tt0109771","Farinelli",1994,"movie","Farinelli (film)","Q1341293","studio = Stéphan Films<br/>MG<br/>Italian International Film<br/>K2 SA<br/>Alinea Films<br/>[[Union Generale Cinematographique]]<br/>[[Canal+]]<br/>[[France 2 Cinéma]]<br/>Studio Image<br/>[[Mediaset]]<br/>[[RTL-TVI]]<br/>Filmstiftung Nordrhein-Westfalen | ","distributor = [[Sony Pictures Classics]] ([[DVD region code#Region codes and countries|Region 1]] DVD) | "
"tt0109830","Forrest Gump",1994,"movie","Forrest Gump","Q134773","studio = The Tisch Company<ref name=afi>{{cite web|url=https://catalog.afi.com/Film/55201-FORREST-GUMP|title=Forrest Gump (1994)|work=[[AFI Catalog of Feature Films]]|access-date=September 11, 2020|archive-date=June 29, 2021|archive-url=https://web.archive.org/web/20210629191500/https://catalog.afi.com/Film/55201-FORREST-GUMP|url-status=live}}</ref> | ","distributor = [[Paramount Pictures]]<ref name=afi/> | "
"tt0109831","Four Weddings and a Funeral",1994,"movie","Four Weddings and a Funeral","Q901213","studio = {{plainlist| * [[PolyGram Filmed Entertainment]] * [[Film4 Productions|Channel Four Films]] * [[Working Title Films]] }} | ","distributor = [[The Rank Organisation|Rank Film Distributors]] (United Kingdom - theatrical through [[Polygram Filmed Entertainment]]) | "
"tt0109836","Mary Shelley's Frankenstein",1994,"movie","Mary Shelley's Frankenstein (film)","Q833180","studio = {{Plainlist| * [[TriStar Pictures]] * [[Japan Satellite Television|Japan Satellite Broadcasting, Inc.]] * The IndieProd Company * [[American Zoetrope]] }} | ","distributor = TriStar Pictures | "
"tt0109839","Freedom on My Mind",1994,"movie","Freedom on My Mind","Q5500832",NA,"distributor = Tara Releasing | "
"tt0109934","A Great Day in Harlem",1994,"movie","A Great Day in Harlem (film)","Q4657171","studio = | ","distributor = [[Castle Hill Productions]] | "
"tt0110005","Heavenly Creatures",1994,"movie","Heavenly Creatures","Q322206","studio = [[WingNut Films]]<br/>Fontana Productions<br />[[New Zealand Film Commission]] | ","distributor = [[Miramax Films]] | "
"tt0110057","Hoop Dreams",1994,"movie","Hoop Dreams","Q511914","studio = [[Kartemquin Films]] | ","distributor = [[Fine Line Features]] | "
"tt0110148","Interview with the Vampire: The Vampire Chronicles",1994,"movie","Interview with the Vampire (film)","Q318910","studio = [[The Geffen Film Company]] | ","distributor = [[Warner Bros.]] | "
"tt0110183","The Janitor",1995,"movie",NA,NA,NA,NA
"tt0110216","Junior",1994,"movie","Junior (1994 film)","Q129265","studio = Northern Lights Entertainment | ","distributor = [[Universal Pictures]] | "
"tt0110239","Kangaroo Court",1994,"movie",NA,NA,NA,NA
"tt0110322","Legends of the Fall",1994,"movie","Legends of the Fall","Q913324","studio = [[TriStar Pictures]]<br>[[Bedford Falls Productions]] | ","distributor = [[Sony Pictures Releasing]] | "
"tt0110357","The Lion King",1994,"movie","The Lion King","Q36479","studio = {{Plainlist| * [[Walt Disney Pictures]] * [[Walt Disney Feature Animation]] }} | ","distributor = [[Buena Vista Pictures Distribution]] | "
"tt0110367","Little Women",1994,"movie","Little Women (1994 film)","Q850522","studio = DiNovi Pictures | ","distributor = [[Columbia Pictures]] | "
"tt0110428","The Madness of King George",1994,"movie","The Madness of King George","Q581501","studio = {{ubl|[[Film4 Productions|Channel Four Films]]|Close Call Films}} | ","distributor = {{ubl|Channel Four Films<ref name=var>{{cite web|title=Goldwyn, CH. 4 Team|website=[[Variety (magazine)|Variety]]|first=Adam|last=Dawtrey|date=8 January 1995|access-date=28 June 2022|url=https://variety.com/1995/scene/markets-festivals/goldwyn-ch-4-team-99125325/}}</ref>|[[The Samuel Goldwyn Company]]<ref name=var/> (through [[Rank Film Distributors]]<ref name=bbfc/>)}} | "
