"QID","itemLabel","itemDescription","article"
"Q92055894","Great Curve Films","Great Curve Films is a production company founded by Madeleine Sackler",NA
"Q92780879","3 Emme Cinematografica","Italian film production company",NA
"Q92566172","Théâtre Guignol  de Berck-Plage","former puppet show theatre on the beaches of Berck, France",NA
"Q92059688","Vertical Ascent",NA,NA
"Q92314226","Nea Skini (M. Merkouri-N. Chatziskos)","Greek theater company (1945-1946)",NA
"Q96779684","Field-Recordings","film production company",NA
"Q98270742","Koninck","film production company",NA
"Q97227596","Screenplay Bumilangit","production house in Indonesia",NA
"Q98115378","Paragon Pictures","Indonesian production company",NA
"Q97943908","Hot Shot Productions","film production company (fl. in the 1990s)",NA
"Q97301203","Q97301203","theatre company in People's Republic of China",NA
"Q96739343","Operetka Warszawska","Theater company located in Warsaw and housed in the former  Pius XI Catholic House",NA
"Q96754685","World Wide Films","Film production company in Dubai",NA
"Q97368551","Normal Studio",NA,NA
"Q97408119","Smile Company Theatre",NA,NA
"Q98002272","FABIOLA GmbH",NA,NA
"Q97287199","Marionettentheater im Stadtgarten","former puppet theatre in Augsburg, Germany, originally a café",NA
"Q97998755","Lumière & Co.","Italian film production company",NA
"Q96976184","Papiertheater INVISIUS","german puppet theatre company in Berlin",NA
"Q98215587","Studio Babelsberg Independents","German film production company",NA
"Q98206826","Blu Cinematografica","Italian film production company",NA
"Q98047635","Negativ Film Productions","Czech film production company",NA
"Q96678432","Nea Poreia","Greek theatre company",NA
"Q97213006","UpNorth Film","Norwegian production company",NA
"Q98269871","Filmhuset","Norwegian film production company",NA
"Q98071103","Lolafilms","Spanish film production company",NA
"Q97927027","Transsensual","American pornographic film studio",NA
"Q98099451","Wind Pictures Corp.",NA,NA
"Q97941117","Pierre Grise Production","French film production company",NA
"Q98210833","Tomboy Films","British film production company",NA
"Q98039558","Holy Cow Films","film production company",NA
"Q98075274","Poppenkast op de Dam","puppet show in Amsterdam, Netherlands",NA
"Q98071248","Creativos Asociados de Radio y Televisión","production company",NA
"Q97977449","Komixx Entertainment","film and TV production company",NA
"Q98215494","Egoli Films","German film production company",NA
"Q97130074","ProTV Producciones","Production company",NA
"Q98266175","Pornsensuality","pornographic production company based in Montreal, Quebec, Canada and Lyon, France",NA
"Q98207659","Raphaël Films","French film production company",NA
"Q97253131","Chill Up",NA,NA
"Q96634129","Dingie",NA,NA
"Q97239664","Cinecentrum Hilversum",NA,NA
"Q98210968","Roses Are Blue",NA,NA
"Q97339344","WHYNOT Media",NA,NA
"Q98215772","Wave Pictures","Danish film production company",NA
"Q97188295","Les Foutoukours","Contemporary circus compagny based in Montreal",NA
"Q97943517","Mythos Production","film production company",NA
"Q97986881","Rommel Film","German film production company",NA
"Q97554108","FilmCow","independent film company",NA
"Q98056205","CB Films","French film production company",NA
"Q97243504","RA Pictures","production company",NA
"Q98216375","Deutsche Columbia Pictures Filmproduktion","German film production company",NA
"Q97270413","Musical Theatre of the Republic of Karelia","theatre in Petrozavodsk, Karelia, Russia",NA
"Q96760004","Teatro San Martín de Caracas","plantilla",NA
"Q97180755","StudioGOONEYS","Japanese animation studio",NA
"Q98215498","Moco Films","British film production company",NA
"Q96621740","Q96621740",NA,NA
"Q96621747","Q96621747",NA,NA
"Q96621750","Q96621750",NA,NA
"Q96622018","Q96622018",NA,NA
"Q96622030","Q96622030",NA,NA
"Q96622037","Q96622037",NA,NA
"Q96622044","Q96622044",NA,NA
"Q96622051","Q96622051",NA,NA
"Q96622063","Q96622063",NA,NA
"Q96622065","Q96622065",NA,NA
"Q96679798","Q96679798",NA,NA
"Q96745566","Q96745566",NA,NA
"Q96807742","Q96807742",NA,NA
"Q96891800","Q96891800",NA,NA
"Q97005690","Q97005690",NA,NA
"Q97958869","İstisnai Filmler ve Reklamlar","Turkish film production company",NA
"Q97196695","Q97196695",NA,NA
"Q97201576","Q97201576",NA,NA
"Q97203754","Q97203754",NA,NA
"Q97286445","Q97286445",NA,NA
"Q97293296","Q97293296",NA,NA
"Q97310471","Q97310471",NA,NA
"Q97312080","Q97312080",NA,NA
"Q97314242","Q97314242",NA,NA
"Q97361421","Q97361421",NA,NA
"Q97364056","Q97364056",NA,NA
"Q97460967","Q97460967",NA,NA
"Q97602014","Q97602014",NA,NA
"Q97731592","Q97731592",NA,NA
"Q97731593","Q97731593",NA,NA
"Q97940206","Q97940206",NA,NA
"Q98034247","Q98034247",NA,NA
"Q96791947","Fakings","Spanish pornographic production company",NA
"Q97328383","América Producciones","former production company",NA
"Q97274881","Buendía Estudios","film and television production company",NA
"Q97351938","YHKT Entertainment",NA,NA
"Q98110326","Pygméteatern","children's theatre in Stockholm",NA
"Q98153017","Teatr Ararat","small experimental Jewish theater in Lodz, Poland",NA
"Q96758619","Li-La-Lo","Musical theater company located in Tel Aviv, Israel",NA
"Q98273338","Sambatyon","Yiddsh theater troupe in the style of ""Kleynkunst"" or  minyatur teater [miniature theater])",NA
"Q98279953","Films for the Humanities and Sciences","documentary film company",NA
"Q98270377","Filmart","Spanish film production company",NA
"Q97943647","Rosebud","film production company",NA
"Q97279846","Tokyo Cowboys","Production Company",NA
"Q98270375","Mutante Filmes","Portuguese film production company",NA
"Q97287969","Albert Wünsch's Marionettentheater","former puppet theatre in Meissen, Saxony, Germany",NA
"Q97958214","3B Productions","French film production company",NA
"Q96633950","R&G Productions",NA,NA
"Q96775024","Boys Halfway House",NA,NA
"Q97319755","Cinema Productions","Guatemalan film company",NA
"Q100361518","ImLive","adult camming website",NA
"Q100701024","Darfilm","Russian film production company",NA
"Q99533215","Hosem Animation","animated studio",NA
"Q100658955","All Yours Film","Dutch film production company",NA
"Q100791484","CarBotAnimations","Canadian animation and design team",NA
"Q99542420","OnStage Atlanta","theatre company in Atlanta, Georgia, USA",NA
"Q99542422","Out Front Theatre Company","theatre company in Atlanta, Georgia, USA",NA
"Q98905212","Twelve Town",NA,NA
"Q99447427","Belga Productions",NA,NA
"Q99658923","PERIMETRON","Perimetron is an artist collective led by Daiki Tsuneta, composed of several artists from various fields",NA
"Q99302364","Real Film Berlin","German film production company (established 2011)",NA
"Q100430919","Les Films des Tournelles","French film production company",NA
"Q98497258","Filmex Romania","Romanian film production company",NA
"Q98302777","African Continuum Theater Company","D.C. organization active 1989-2015",NA
"Q99745022","KinoAtis",NA,NA
"Q100707106","Mitteldeutsches Filmkontor","German film production company",NA
"Q100965296","Crow's Theatre","performing arts company in Toronto, Canada",NA
"Q98496196","New Playwrights' Theatre","defunct D.C. theatre company",NA
"Q100156196","Theatre Replacement","theatre company in Vancouver, Canada",NA
"Q100561951","Pegasus Pictures","Icelandic film production company",NA
"Q98637462","Die Holzköppe - Marionettentheater Steinau","puppet theatre company in Steinau an der Straße, Hesse, Germany",NA
"Q100524112","Théâtre Incliné","theatrical troupe",NA
"Q100600680","Arcapix","French film production company",NA
"Q99542264","Augusta Players","theater in Augusta, Georgia, USA",NA
"Q99542267","Backlot Players","theater in Forsyth, Georgia, USA",NA
"Q100664323","Distant Dreams Filmproduktion","German film production company",NA
"Q98496985","NBC Ajans","Turkish film production company",NA
"Q100699744","Roy Andersson Filmproduktion","Swedish film production company",NA
"Q99404709","Pupkin Film",NA,NA
"Q99447097","Chapka Films",NA,NA
"Q99899307","Arm Channel",NA,NA
"Q100600872","Fado Filmes","Portuguese film production company",NA
"Q100699785","Ö-Filmproduktion Löprich & Schlösser","German film production company",NA
"Q100715594","Von Vietinghoff Filmproduktion","German film production company",NA
"Q100361079","Flirt4Free","adult camming website",NA
"Q99539463","FilmTeam","hungarian film production company",NA
"Q99539464","Inforg Stúdió","hungarian film production company",NA
"Q98496194","La Onda productions",NA,NA
"Q100744638","Nea Skini Kosti Leivadea","Greek theatre company",NA
"Q98457033","Cinematic","Finnish film production company",NA
"Q98606450","Smallbeer Theatre Company","D.C. theatre company (1986-2009)",NA
"Q99337195","Omilos Archaias Tragodias","Greek theatre company",NA
"Q100965385","La Troupe du Jour","French-language theater troupe in Saskatoon, Saskatchewan, Canada",NA
"Q100313971","Teatrul Evreiesc din Iași","theater specializing in Jewish-related plays",NA
"Q98449518","Azazel (Theater company)","Theater company organized in Warsaw in 1925",NA
"Q98970218","Theatro Apothiki Alikis Georgouli","Greek theatre company",NA
"Q100706327","Three Rivers","British film production company",NA
"Q100706708","Babelsberg Film GmbH","German film production company",NA
"Q100316482","Shiraim","Theater company",NA
"Q100706048","Company of Wolves","British film production company",NA
"Q100042496","Théâtre de l'Œil","pupetter's theater in Canada",NA
"Q100715741","Filmcontract","Polish film production company",NA
"Q100965375","Théâtre Bistouri","organisation in the theatrical field",NA
"Q100291318","Reality Junkies","pornographic film studio",NA
"Q99631028","Indian Summer Film","Swedish production company",NA
"Q100715586","Goëss Film","Hungarian film production company",NA
"Q98690551","Sea Change Media","film production company",NA
"Q100430755","Otomatic","Belgian film production company",NA
"Q100523726","Festival de Casteliers","Quebec puppet theater festival",NA
"Q100523792","LA SERRE - arts vivants","Quebec theatre festival",NA
"Q100701032","Via Filmproduktion","German film production company (fl. 1999)",NA
"Q100707388","Jupiter Recordings Ltd.","audio recording production company based in London, England",NA
"Q100598260","Antelope","British film production company",NA
"Q99728746","Grooby Girls","American pornographic film studio",NA
"Q98900244","Q98900244",NA,NA
"Q99430851","Q99430851",NA,NA
"Q99447198","Q99447198",NA,NA
"Q99448807","Q99448807",NA,NA
"Q99569506","Q99569506",NA,NA
"Q99600260","Q99600260",NA,NA
"Q99979388","Q99979388",NA,NA
"Q100488536","Q100488536",NA,NA
"Q99542407","Mr. Damon's Shadow Puppet Theater","puppet theater in Atlanta, Georgia, USA",NA
"Q98750257","Johan Nijenhuis & Co","Production company",NA
"Q100600669","Bianca Film","Italian film production company",NA
"Q100687578","Heritage Films","Polish film production company",NA
"Q100965275","Les instants suspendus","organisation in the theatrical field",NA
"Q100965327","La Montage magique","organisation in the theatrical field",NA
"Q98549307","Łódzki teatr żydowski","Jewish theater company that was established in Lodz after the end of World War 2",NA
"Q100430828","Get Reel Productions","Dutch film production company",NA
"Q100707511","Felicia Film","Swedish film production company",NA
"Q98406724","New Stage Theatre","theatre in Jackson, Mississippi",NA
"Q98400556","The Forge","UK-based independent production company",NA
"Q100153793","Theatro 61","Greek theatrical troupe",NA
"Q98605665","Lomotion","film production company",NA
"Q100689005","Vision Film","Polish film production company",NA
"Q99302365","U5 Filmproduktion",NA,NA
"Q100745427","Happy Light Productions","Greek theatre company",NA
"Q100965258","Théâtre de la Vieille 17","organisation in the theatrical field",NA
"Q100965300","Théâtre Fêlé","organisation in the theatrical field",NA
"Q100523887","Le Petit Théâtre du Nord","theatrical compagny",NA
"Q100523947","Productions Quitte ou Double","theatrical troupe",NA
"Q100524156","Théâtre Tout à Trac","theatrical troupe",NA
"Q100523762","Jamais Lu","Quebec theatre festival",NA
"Q100965399","Festival Phénomena","organisation in the theatrical field",NA
"Q100965328","Vis Motrix Théâtre de marionnettes","organisation in the theatrical field",NA
"Q100952106","Danni.com","adult website",NA
"Q98636599","Stairwell Theater","American theater company",NA
"Q98319687","Ombres Folles","Theatre company, contemporary puppetry, Canada",NA
"Q100561840","Nimbus Iceland","Icelandic film production company",NA
"Q100965421","Association Dromosphère","organisation in the theatrical field",NA
"Q100965422","Compagnie Transit","organisation in the theatrical field",NA
"Q100965428","Mammifères","organisation in the theatrical field",NA
"Q100965427","Recto-Verso","organisation in the theatrical field",NA
"Q101208746","Scala Productions","British film production company",NA
"Q101159239","Oria Films","Spanish film production company",NA
"Q101231790","Counihan-Villiers Films","British film production company",NA
"Q101246992","Little Big Bear Filmproduction","German film production company",NA
"Q101480209","Les Films Balenciaga","French film production company",NA
"Q104486723","Trans Europe Film","French film production company",NA
"Q101096171","Munich Yidishe ṭeaṭer","Yiddish theater group made up of Holocaust survivors",NA
"Q101247052","Satel Fernseh- und Filmproduktionsgesellschaft","Austrian film production company",NA
"Q104093826","Muhlenberg College Summer Music Theater","theater company in Allentown, Pa.",NA
"Q101071381","Planta Madre Producciones","Peruvian film production company",NA
"Q101189038","Fandango Produzione","Italian film production company",NA
"Q101464084","Manfred Durniok Produktion","German film production company",NA
"Q102441103","Pioneer Players","theatre company from Melbourne",NA
"Q104243582","Cloudscan","British FMV video game developer and film production company",NA
"Q104711465","Eurospace","Japanese film production company",NA
"Q103981741","Glukoza Production",NA,NA
"Q104414390","Golem Creations","television production company",NA
"Q101069494","Txintxua Films",NA,NA
"Q102487659","Anša Epnera studija AVE","film production company",NA
"Q101231919","Studio Maj-Casablanca","Slovenian film production company",NA
"Q101246470","Kuku Studios","animation studio",NA
"Q101247007","Jeremy Isaac Productions","British film production company",NA
"Q101247006","TwanPix","British film production company",NA
"Q101246795","Les Films en Hiver","French film production company",NA
"Q101246997","Paladin Production","French film production company",NA
"Q101231717","Man’s Films","Belgian film production company",NA
"Q101238787","K2 Productions","Belgian film production company",NA
"Q104093594","Theatre NorthWest","canadian theatre located in Prince George, BC, Canada",NA
"Q104113004","Théâtre du Vieux-Colombier company","French theater troupe",NA
"Q101231650","Fabrica Cinema","Italian film production company",NA
"Q102414409","Nordisk Tonefilm International","film production company",NA
"Q102036083","Akil Productions","Film and television production company",NA
"Q101464197","Studio Fáma 92","Czech film production company",NA
"Q104215433","German-Jewish Theatre Berlin","Jewish theatre in Berlin (2001-)",NA
"Q101584164","Quilombo Films","film production company",NA
"Q101103538","2PAR4","organisation in the theatrical field",NA
"Q101208753","Maiden Movies","film production company",NA
"Q101246994","Maecenas Film- und Fernsehproduktion","German film production company",NA
"Q101123842","A.GI.DI.","Italian film production company",NA
"Q101246786","Albanian General Vision","Albanian film production company",NA
"Q104176401","Mythology Entertainment",NA,NA
"Q103941859","Aamu Film Company","Finnish film production company",NA
"Q102560155","Mackinnon & Saunders",NA,NA
"Q101237985","Mythberg Films","Hungarian film production company",NA
"Q104080743","Toutte est dans toutte","theatre company in Quebec, Canada",NA
"Q101176068","Cubiculo Theatre","Theater company and building in New York City",NA
"Q104145986","Lilies Films","French film production company",NA
"Q101113317","Théâtre La Petite Licorne","production company in the theatrical field",NA
"Q101122825","Els Films de la Rambla","Spanish film production company",NA
"Q101234816","Titti Film","Italian film production company",NA
"Q104422305","Dune Films","Moroccan film production company",NA
"Q101866293","Haihara Puppet Theatre","puppet theatre in Tampere, Finland",NA
"Q101583580","Studio Antelope","production company in Jakarta, Indonesia",NA
"Q100965402","Theatre Junction","organisation in the theatrical field currently based in Montreal, Canada",NA
"Q104439655","Reck Filmproduktion","Swiss film production company",NA
"Q101803159","Théâtre populaire de la Mothe-Saint-Héray","former open-air theatre and folk theatre company in La Mothe-Saint-Héray, France",NA
"Q102414443","Norway Film Development Company","film production company",NA
"Q101188881","Ena Film","German film production company",NA
"Q101208785","MBP","German film production company",NA
"Q103663761","RedGIFs","video hosting service",NA
"Q103655025","TeamSkeet","pornographic production company",NA
"Q104186838","pornworld.com","pornographic website by DDF Network",NA
"Q101113316","Théâtre du mouvement","production company in the theatrical field",NA
"Q101535287","Crane Creations Theatre Company","professional theatre company based in Mississauga",NA
"Q101417757","Q101417757",NA,NA
"Q102276130","Q102276130",NA,NA
"Q102477747","Q102477747",NA,NA
"Q103843217","Q103843217",NA,NA
"Q103932270","Q103932270",NA,NA
"Q102290346","Théâtre Quintius","open-air theatre in Cuinzier, Loire, France",NA
"Q104597664","Q104597664",NA,NA
"Q104643360","Q104643360",NA,NA
"Q104715113","Q104715113",NA,NA
"Q104523579","Planet Awesome","production house from South-Africa",NA
"Q101011027","Chabial","Bangladeshi film production  company",NA
"Q101480128","R&C Produzioni","Italian film production company",NA
"Q104117749","Fennada-Filmi","Finnish film production company founded in 1996",NA
"Q104148647","XXXBios","website of biographies of pornographic actors",NA
"Q104625261","Burning Angel","American pornographic film studio",NA
"Q104642373","Pure Taboo","American pornographic film studio",NA
"Q101238823","K-Star","French film production company",NA
"Q104476728","Tanweer Productions","Greek production company",NA
"Q102077788","Taurus Film Production","German film production company",NA
"Q104523578","Albino Creations","production house from South-Africa",NA
"Q101110480","Alexander Nanau Production",NA,NA
"Q102230958","The Magical Elves","company",NA
"Q101197331","Tesela Producciones","Spanish film production company",NA
"Q104502032","Tanweer Alliances","Greek production and distribution company",NA
"Q103819812","About Film","South Korean film production company",NA
"Q104708997","Meute Monde","organization in the cultural domain in Montérégie, Québec",NA
"Q101554963","Divadlo Líšeň","theatre company in Prague, Czech Republic",NA
"Q101107586","LoyalFans","social networking service",NA
"Q104714920","Peekaboo Animation","Spanish animation studio",NA
"Q102027557","Théâtre de Sable","pupetter's theater in Canada",NA
"Q101113334","Théâtre de Spiegel","production company in the theatrical field",NA
"Q101188727","History Dreams","British film production company",NA
"Q106366384","Híbrido Gang Music","Peruvian record label",NA
"Q105277742","Casatarántula",NA,NA
"Q104883013","Metrovision Producciones","Argentine television production company.",NA
"Q105516309","Theatrikai Epicheiriseis Nikou Rizou","Greek Theatre Company",NA
"Q105046172","Kino-Eye Films","Bangladeshi production company",NA
"Q105541331","Boulevardtheater Dresden","private theatre in Dresden, Saxony, Germany",NA
"Q105101724","Konark Films","Indian Film Production Company",NA
"Q105103345","Last Chance Films","British film production company and distributor",NA
"Q104723537","Producciones Cinematograficas 29","film production company",NA
"Q104818569","Albachiara","Italian film production company",NA
"Q105166378","Breton Film Productions","independent film production company",NA
"Q105658933","The Great Passion Play","open-air theatre and  theatre company in Eureka Springs, Arkansas",NA
"Q104887836","Babel Doc",NA,NA
"Q105731405","Elías Querejeta PC","Spanish film production company",NA
"Q105756868","Prooptiki","Greek film production company",NA
"Q105877346","NAC English Theatre","department of the National Arts Centre dedicated to production and presentation of English-language theatre",NA
"Q106341729","Oxford Film & Television","production company",NA
"Q105670259","Atelier théâtre de l'École alsacienne",NA,NA
"Q105824284","Theatrikes epicheiriseis Dionysi Pagoulatou","Greek theatre company",NA
"Q106318487","Multi Angle Create Inc.",NA,NA
"Q105876687","NAC French Theatre","department of the National Arts Centre dedicated to the production and presentation of French-language theatre",NA
"Q104825284","FFP Media Entertainment","film production company",NA
"Q104726275","Ganga Producciones","Spanish multimedia and audiovisual group",NA
"Q104771335","Schwabacher Marionettenbühne","puppet theatre in Schwabach, Bavaria, Germany",NA
"Q105485134","Griggmedia","Australian film production company",NA
"Q105554599","José Frade PC",NA,NA
"Q105699228","Indigo Filmproduktion","German film production company",NA
"Q104820520","Filmart","Hungarian film production company",NA
"Q104812117","BUC-FILM","Czech film production company",NA
"Q105165732","Amoros Producciones",NA,NA
"Q105277864","Break the Frame Films",NA,NA
"Q105627665","Eurobabeindex",NA,NA
"Q104777260","Rita Rusić Company","Italian film production company",NA
"Q104772178","Graf Film","Film production company based in Klagenfurt, Austria and Munich, Germany",NA
"Q106027564","Funny Boy Films","American film production company",NA
"Q105456179","Myrkott","Saudi production company and animation studio",NA
"Q105206258","Dramatic Theater of the Polish II Corps",NA,NA
"Q104735451","Talpa Studios",NA,NA
"Q105395751","Tajintaj Productions",NA,NA
"Q105725798","fu-GEN Asian Canadian Theatre Company","Asian Canadian theatre company in Toronto, Ontario",NA
"Q106249908","Blue Star Entertainment Philippines Film","studio",NA
"Q105756521","MTM Medien & Television München","German film production company",NA
"Q105756535","Media Cooperation One","German film production company",NA
"Q106111559","Babepedia","website",NA
"Q105581999","Cinquième salle at the Place des Arts","performing arts company in Quebec, Canada",NA
"Q104723437","Enrique Cerezo Producciones Cinematograficas","Spanish film production company",NA
"Q106114864","Northwestern University University Theatre","theater at Northwestern University",NA
"Q104825089","42nd Street Productions","Spanish film production company",NA
"Q104866350","Icónica","Spanish film production company",NA
"Q105958334","Frydolín puppet theatre","theatre in Prague",NA
"Q105481294","Yostar Pictures","Japanese animation studio",NA
"Q105099889","The Białystok Miniature Theatre","Theater company located in Białystok",NA
"Q104777270","Movieweb","Italian film production company",NA
"Q105825912","Dreams In Frame","Film Production House",NA
"Q105973139","Q105973139","charity organization",NA
"Q105763727","Mt. Hollywood Films","film production company",NA
"Q105763739","Synchronicity Films","film production company",NA
"Q105731522","Quo Vadis Cinéma","French film production company",NA
"Q105878246","NAC Indigenous Theatre","department of the National Arts Centre dedicated to the production and presentation of Indigenous performance works",NA
"Q104866309","Zebra Producciones","Spanish film production company",NA
"Q104715131","Q104715131",NA,NA
"Q104734963","Q104734963",NA,NA
"Q104735293","Q104735293",NA,NA
"Q104735386","Q104735386",NA,NA
"Q104735417","Q104735417",NA,NA
"Q104778010","Q104778010",NA,NA
"Q104871348","Q104871348",NA,NA
"Q104871369","Q104871369",NA,NA
"Q104888035","Q104888035",NA,NA
"Q104904076","Q104904076",NA,NA
"Q105093187","Q105093187",NA,NA
"Q105179515","Q105179515",NA,NA
"Q105299443","Q105299443",NA,NA
"Q105413215","Q105413215",NA,NA
"Q105430239","Q105430239",NA,NA
"Q105430428","Q105430428",NA,NA
"Q105488746","Q105488746",NA,NA
"Q105676300","Q105676300",NA,NA
"Q105690603","Q105690603",NA,NA
"Q105735523","Q105735523",NA,NA
"Q105787386","Q105787386",NA,NA
"Q105965703","Q105965703",NA,NA
"Q105380426","Moving Images Video Project","labor, peace, human rights, global justice, environmental documentary production company",NA
"Q105543599","Théâtre Centennial","performing arts organisation in Sherbrooke, Canada",NA
"Q106192567","Q106192567",NA,NA
"Q106336124","Q106336124",NA,NA
"Q106066465","Carlos Bulosan Theatre","Filipino-Canadian theatre company in Toronto, Ontario",NA
"Q106300483","Quinn",NA,NA
"Q106287337","Prime Corp Productions","French independent record label",NA
"Q106368970","Divadlo malých forem",NA,NA
"Q105699308","F.A.M.E. AG","German film production company",NA
"Q104723353","Nickel Odéon Dos","Spanish film production company",NA
"Q104812045","BKP production","film production company",NA
"Q105756815","Piece of Cake","Greek film production company",NA
"Q105878481","NAC Dance","department of the National Arts Centre dedicated to production and presentation of dance",NA
"Q105825887","Shapla Media","Film Production House",NA
"Q105233238","Madefor Film","German film production company",NA
"Q104822140","Ovídeo TV","Spanish film production company",NA
"Q105699246","Bridie Films","British film production company",NA
"Q104804879","Katharina","French film production company",NA
"Q107086246","Te Rēhia Theatre","New Zealand theatre company",NA
"Q107011585","Human Media 2000","film production company",NA
"Q106918441","RBW Fernsehgesellschaft mbH","Production company",NA
"Q106831102","NeverLeveled Tv","American multinational entertainment company",NA
"Q106643870","Non Stop Producciones",NA,NA
"Q106998780","Musch & Tinbergen",NA,NA
"Q107157566","Jealous","theatre company in New Zealand",NA
"Q106798047","Droylsden Little Theatre","amateur theatre in Droylsden",NA
"Q106749304","Perişan Film","production company",NA
"Q107157608","Bacchanals","theatre company in New Zealand",NA
"Q107119036","Amalga","film/television production company",NA
"Q107103356","Brave Man Media","US media production company",NA
"Q107172699","Ciné Manufacture","French film production company",NA
"Q107011580","Honeymood Films","film production company",NA
"Q107089897","Multimedia Film- und Fernsehproduktion","German film production company",NA
"Q107022380","Emotion Pictures","French film production company",NA
"Q107111800","Harbour Pictures","British film production company",NA
"Q106412820","Norma Productions","American film production company",NA
"Q107168704","Bob Film Sweden","Swedish film production company",NA
"Q106779236","Kurhaus production","German film production company",NA
"Q107009153","Alta Films","Spanish film production company",NA
"Q106400381","Avanti Cinema","Indian production company",NA
"Q106493813","Myriapod Productions","fAmerican ilm production company founded by Jessica Oreck",NA
"Q106504110","Lana's Big Boobs","adult website and pornographic database",NA
"Q106515319","National Theater Bitola","national theater in the city of Bitola, N. Macedonia",NA
"Q107011568","Nextreme Film","film production company",NA
"Q107167389","Crone Film Produktion","Danish film production company",NA
"Q106424330","Etaireia Theatrou Kritis","Greek theatre company",NA
"Q106641464","Egoli Tossell Film AG","German film production company",NA
"Q106388777","Opus 4 Studios","audio recording studio and video production facility in Bothell, Washington",NA
"Q106697830","Randolf SD|The Company","Irish theatre company",NA
"Q106875157","SRS Cinema",NA,NA
"Q106772238","Kliger Films","film production company",NA
"Q106412463","Theatrikos Organismos Akropol","Greek theatrical company",NA
"Q106882168","Chiyogami Eigasha","Japanese animation studio (est. 1925)",NA
"Q106418126","Theater of Finland","predecessor of the National Theatre of Finland",NA
"Q107168451","Duea Film","Italian film production company",NA
"Q107167295","Cine-Qua-Non","Swedish film production company",NA
"Q106641416","Vértigo Films","Spanish film production company",NA
"Q107157441","The Moving Theatre Company","theatre company in New Zealand",NA
"Q107157451","The Playground Collective","theatre company in New Zealand",NA
"Q107157621","Left of Centre Productions","theatre company in New Zealand",NA
"Q107150566","Zero Film","German film production company",NA
"Q106960242","Caviar Films",NA,NA
"Q106930266","Invercargill Repertory Society","theatre production society in New Zealand",NA
"Q106378448","MTM Cineteve",NA,NA
"Q107015205","MetArt Network","adult website network",NA
"Q106901415","Giuvlipen","Romani theatre company in Romania",NA
"Q107139546","AFS Film","Turkish film production company",NA
"Q107037046","Wahine Works","female Māori theatre production company in New Zealand",NA
"Q107157507","Conditional Productions","theatre company in New Zealand",NA
"Q107172595","Artis Film","Romanian film production company",NA
"Q106641478","Koppfilm Productions","German film production company",NA
"Q107086191","Mahi Mahi Productions","production company that specialises in Te Reo Māori and tikanga",NA
"Q107105834","Agaram Productions","New Zealand theatre production company",NA
"Q107105690","Hāpai Productions","New Zealand theatre production company",NA
"Q106654839","Wisenlarge","Japanese television production company",NA
"Q106782605","Kinghouse","Polish film production company",NA
"Q107087911","Transmedia Films","Indian film production company",NA
"Q106641490","AST Studio","film production company",NA
"Q106641397","KC Medien","German film production company",NA
"Q106795865","Miyu Productions","French film production and distribution company",NA
"Q106661455","Kiguu","Japanese film production and distribution company",NA
"Q106504105","BentBox","adult content subscription service",NA
"Q106504064","ClipTeez","adult content subscription service",NA
"Q106830869","Animal Tank","Belgian film production company",NA
"Q107133522","SEEyd Company","theatre company in New Zealand",NA
"Q107139525","Clap Filmes","Portuguese film production company",NA
"Q106448328","Efektura","audio producer",NA
"Q106641454","Hermitage Bridge Studio","Russian film production company",NA
"Q106977818","Colonelle films","film production company",NA
"Q107011609","Fivinvest","film production company",NA
"Q106685614","UNITED PRODUCTIONS","Japanese television production company",NA
"Q106504537","Q106504537",NA,NA
"Q106576107","Q106576107",NA,NA
"Q106581388","Q106581388",NA,NA
"Q106631524","Q106631524",NA,NA
"Q106720916","Q106720916",NA,NA
"Q106726835","Q106726835",NA,NA
"Q106746779","Q106746779",NA,NA
"Q106773694","Q106773694",NA,NA
"Q106783165","Q106783165",NA,NA
"Q106807663","Q106807663",NA,NA
"Q106912917","Q106912917",NA,NA
"Q106917318","Q106917318",NA,NA
"Q107023289","Q107023289",NA,NA
"Q107084920","Q107084920",NA,NA
"Q107136909","Q107136909",NA,NA
"Q106690242","IFC Midnight","US film distribution company and division of IFC Films",NA
"Q106833007","Kreatív Média Műhely","Hungarian film production company",NA
"Q107167267","CO.Film","Swedish film production company",NA
"Q107167373","Filmkreatörerna","Swedish film production company",NA
"Q106699914","Theater Poetenpack","amateur theater in Saxony-Anhalt (Germany)",NA
"Q106641482","Fora Film","Russian film production company",NA
"Q106930003","Dunedin Repertory Society","theatre society in Dunedin, New Zealand",NA
"Q107139647","Itaca Film","British film production company",NA
"Q106810832","Iris media",NA,NA
"Q107140317","Borderlands Theater","American theater company",NA
"Q106782595","Tomcat","Polish film production company",NA
"Q106523287","Hornets","Japanese animation studio",NA
"Q107827720","Intermedias","Italian film production company",NA
"Q107622948","Imperial Acrobats of China","acrobatic troupe",NA
"Q108168372","Sigma III Films","British film production company",NA
"Q107934605","GF Studios","Swedish film production company",NA
"Q107872457","Film Studio Remka","Georgian film production company",NA
"Q107711645","Ensueño Films","Spanish film production company",NA
"Q107741376","Café Film","Hungarian film production company",NA
"Q108104965","Curve Media","London based television production company",NA
"Q108132318","Propeler Film","Slovenian film production company",NA
"Q108168972","Nova Film","Serbian film production company",NA
"Q107646317","Cattleya","Italian film production company",NA
"Q107605807","Sonia Films","film production company",NA
"Q108169003","Wanda Visión","Spanish film production company",NA
